"start","end","attributes_robin","attributes_ncbi"
3335,3683,"Beaba1|1","BBA_00001"
254339,255403,"Beaba1|8427","BBA_08427"
256730,257536,"Beaba1|8428","BBA_08428"
260319,262832,"Beaba1|8429","BBA_08429"
263121,263799,"Beaba1|8430","BBA_08430"
264906,266776,"Beaba1|8431","BBA_08431"
266951,268669,"Beaba1|8432","BBA_08432"
269604,270779,"Beaba1|8433","BBA_08433"
271403,272281,"Beaba1|8434","BBA_08434"
273457,275145,"Beaba1|8435","BBA_08435"
275863,277981,"Beaba1|8436","BBA_08436"
289,644,"Beaba1|8437","BBA_08437"
2041,3617,"Beaba1|8438","BBA_08438"
4460,5587,"Beaba1|8439","BBA_08439"
6520,7855,"Beaba1|8440","BBA_08440"
8627,10049,"Beaba1|8441","BBA_08441"
10746,12911,"Beaba1|8442","BBA_08442"
13420,14224,"Beaba1|8443","BBA_08443"
15072,15533,"Beaba1|8444","BBA_08444"
15722,16506,"Beaba1|8445","BBA_08445"
19240,20196,"Beaba1|8446","BBA_08446"
20828,21300,"Beaba1|8447","BBA_08447"
22393,23654,"Beaba1|8448","BBA_08448"
24766,25131,"Beaba1|8449","BBA_08449"
25913,27160,"Beaba1|8450","BBA_08450"
28343,32618,"Beaba1|8451","BBA_08451"
34398,35269,"Beaba1|8452","BBA_08452"
36028,38460,"Beaba1|8453","BBA_08453"
39485,41613,"Beaba1|8454","BBA_08454"
42623,43623,"Beaba1|8455","BBA_08455"
44172,45778,"Beaba1|8456","BBA_08456"
46626,51675,"Beaba1|8457","BBA_08457"
52386,53000,"Beaba1|8458","BBA_08458"
53564,54511,"Beaba1|8459","BBA_08459"
54938,56521,"Beaba1|8460","BBA_08460"
57344,59323,"Beaba1|8461","BBA_08461"
59773,60730,"Beaba1|8462","BBA_08462"
63136,63810,"Beaba1|8463","BBA_08463"
63871,64452,"Beaba1|8464","BBA_08464"
64654,65881,"Beaba1|8465","BBA_08465"
65981,67180,"Beaba1|8466","BBA_08466"
67509,68441,"Beaba1|8467","BBA_08467"
68771,74221,"Beaba1|8468","BBA_08468"
74786,76080,"Beaba1|8469","BBA_08469"
76489,78090,"Beaba1|8470","BBA_08470"
78627,80359,"Beaba1|8471","BBA_08471"
80429,82419,"Beaba1|8472","BBA_08472"
83171,84812,"Beaba1|8473","BBA_08473"
86050,87042,"Beaba1|8474","BBA_08474"
87821,88531,"Beaba1|8475","BBA_08475"
88927,90574,"Beaba1|8476","BBA_08476"
91571,97961,"Beaba1|8477","BBA_08477"
98592,99667,"Beaba1|8478","BBA_08478"
101171,102687,"Beaba1|8479","BBA_08479"
104133,104825,"Beaba1|8480","BBA_08480"
105537,106068,"Beaba1|8481","BBA_08481"
107046,108622,"Beaba1|8482","BBA_08482"
109454,112449,"Beaba1|8483","BBA_08483"
114399,115644,"Beaba1|8484","BBA_08484"
116013,118912,"Beaba1|8485","BBA_08485"
120580,122547,"Beaba1|8486","BBA_08486"
123696,124500,"Beaba1|8487","BBA_08487"
125008,126445,"Beaba1|8488","BBA_08488"
127498,128321,"Beaba1|8489","BBA_08489"
129241,130291,"Beaba1|8490","BBA_08490"
130611,132195,"Beaba1|8491","BBA_08491"
134116,134878,"Beaba1|8492","BBA_08492"
137782,138537,"Beaba1|8493","BBA_08493"
140478,142109,"Beaba1|8494","BBA_08494"
142911,144768,"Beaba1|8495","BBA_08495"
146283,146510,"Beaba1|8496","BBA_08496"
146637,148538,"Beaba1|8497","BBA_08497"
149041,150567,"Beaba1|8498","BBA_08498"
152402,155221,"Beaba1|8499","BBA_08499"
156472,157546,"Beaba1|8500","BBA_08500"
158206,158970,"Beaba1|8501","BBA_08501"
160502,162393,"Beaba1|8502","BBA_08502"
163747,164487,"Beaba1|8503","BBA_08503"
169586,170335,"Beaba1|8504","BBA_08504"
170532,173171,"Beaba1|8505","BBA_08505"
174862,176756,"Beaba1|8506","BBA_08506"
178183,179377,"Beaba1|8507","BBA_08507"
181504,182031,"Beaba1|8508","BBA_08508"
185689,187776,"Beaba1|8509","BBA_08509"
187979,189836,"Beaba1|8510","BBA_08510"
191965,193044,"Beaba1|8511","BBA_08511"
193820,195426,"Beaba1|8512","BBA_08512"
196683,197498,"Beaba1|8513","BBA_08513"
198205,200076,"Beaba1|8514","BBA_08514"
201930,202928,"Beaba1|8515","BBA_08515"
206924,208441,"Beaba1|8516","BBA_08516"
213468,214094,"Beaba1|8517","BBA_08517"
214530,216362,"Beaba1|8518","BBA_08518"
217940,219174,"Beaba1|8519","BBA_08519"
220353,222427,"Beaba1|8520","BBA_08520"
222998,223882,"Beaba1|8521","BBA_08521"
224781,226351,"Beaba1|8522","BBA_08522"
227890,230195,"Beaba1|8523","BBA_08523"
232407,234557,"Beaba1|8524","BBA_08524"
236413,238698,"Beaba1|8525","BBA_08525"
241748,242868,"Beaba1|8526","BBA_08526"
127,1095,"Beaba1|8527","BBA_08527"
1242,1605,"Beaba1|8528","BBA_08528"
5155,6019,"Beaba1|8529","BBA_08529"
7985,8395,"Beaba1|8530","BBA_08530"
10431,11012,"Beaba1|8531","BBA_08531"
11570,12917,"Beaba1|8532","BBA_08532"
13495,20970,"Beaba1|8533","BBA_08533"
21727,23971,"Beaba1|8534","BBA_08534"
24404,25355,"Beaba1|8535","BBA_08535"
25776,27779,"Beaba1|8536","BBA_08536"
28881,30674,"Beaba1|8537","BBA_08537"
31148,34047,"Beaba1|8538","BBA_08538"
34629,35381,"Beaba1|8539","BBA_08539"
36732,38480,"Beaba1|8540","BBA_08540"
39998,40513,"Beaba1|8541","BBA_08541"
41431,42934,"Beaba1|8542","BBA_08542"
43992,47204,"Beaba1|8543","BBA_08543"
51916,53200,"Beaba1|8544","BBA_08544"
54306,56611,"Beaba1|8545","BBA_08545"
57774,58218,"Beaba1|8546","BBA_08546"
60977,61869,"Beaba1|8547","BBA_08547"
62941,63248,"Beaba1|8548","BBA_08548"
68880,69982,"Beaba1|8549","BBA_08549"
70838,72407,"Beaba1|8550","BBA_08550"
73003,74229,"Beaba1|8551","BBA_08551"
76548,77387,"Beaba1|8552","BBA_08552"
77544,77800,"Beaba1|8553","BBA_08553"
78113,79201,"Beaba1|8554","BBA_08554"
79890,81289,"Beaba1|8555","BBA_08555"
85565,87466,"Beaba1|8556","BBA_08556"
89476,91249,"Beaba1|8557","BBA_08557"
94088,101695,"Beaba1|8558","BBA_08558"
102413,102751,"Beaba1|8559","BBA_08559"
105002,106603,"Beaba1|8560","BBA_08560"
107058,108284,"Beaba1|8561","BBA_08561"
109927,111051,"Beaba1|8562","BBA_08562"
113988,118479,"Beaba1|8563","BBA_08563"
118891,121365,"Beaba1|8564","BBA_08564"
121992,122739,"Beaba1|8565","BBA_08565"
123378,124020,"Beaba1|8566","BBA_08566"
125415,126398,"Beaba1|8567","BBA_08567"
126658,128260,"Beaba1|8568","BBA_08568"
128981,132328,"Beaba1|8569","BBA_08569"
132464,133838,"Beaba1|8570","BBA_08570"
134511,139817,"Beaba1|8571","BBA_08571"
140330,141159,"Beaba1|8572","BBA_08572"
141373,142117,"Beaba1|8573","BBA_08573"
144110,144625,"Beaba1|8574","BBA_08574"
145102,146465,"Beaba1|8575","BBA_08575"
148913,149532,"Beaba1|8576","BBA_08576"
149669,150591,"Beaba1|8577","BBA_08577"
151179,152000,"Beaba1|8578","BBA_08578"
154116,160196,"Beaba1|8579","BBA_08579"
161102,162540,"Beaba1|8580","BBA_08580"
166039,167503,"Beaba1|8581","BBA_08581"
167979,170279,"Beaba1|8582","BBA_08582"
170993,171847,"Beaba1|8583","BBA_08583"
172230,172575,"Beaba1|8584","BBA_08584"
173665,174126,"Beaba1|8585","BBA_08585"
178214,181623,"Beaba1|8586","BBA_08586"
182062,182649,"Beaba1|8587","BBA_08587"
182808,183470,"Beaba1|8588","BBA_08588"
183845,184560,"Beaba1|8589","BBA_08589"
185020,185385,"Beaba1|8590","BBA_08590"
185818,188582,"Beaba1|8591","BBA_08591"
190948,192656,"Beaba1|8592","BBA_08592"
193049,194344,"Beaba1|8593","BBA_08593"
194422,197336,"Beaba1|8594","BBA_08594"
197642,198925,"Beaba1|8595","BBA_08595"
199149,199819,"Beaba1|8596","BBA_08596"
200164,202210,"Beaba1|8597","BBA_08597"
203033,204220,"Beaba1|8598","BBA_08598"
205259,205999,"Beaba1|8599","BBA_08599"
207435,209117,"Beaba1|8600","BBA_08600"
211424,213481,"Beaba1|8601","BBA_08601"
213988,214630,"Beaba1|8602","BBA_08602"
215367,217172,"Beaba1|8603","BBA_08603"
218192,218674,"Beaba1|8604","BBA_08604"
220005,221699,"Beaba1|8605","BBA_08605"
222896,224412,"Beaba1|8606","BBA_08606"
224715,226610,"Beaba1|8607","BBA_08607"
230094,232131,"Beaba1|8608","BBA_08608"
233960,234646,"Beaba1|8609","BBA_08609"
6000,10461,"Beaba1|8610","BBA_08610"
12777,13186,"Beaba1|8611","BBA_08611"
19158,22616,"Beaba1|8612","BBA_08612"
22932,24143,"Beaba1|8613","BBA_08613"
24635,26313,"Beaba1|8614","BBA_08614"
27434,28158,"Beaba1|8615","BBA_08615"
30150,31930,"Beaba1|8616","BBA_08616"
34667,36165,"Beaba1|8617","BBA_08617"
41967,43802,"Beaba1|8618","BBA_08618"
46142,48468,"Beaba1|8619","BBA_08619"
49440,51128,"Beaba1|8620","BBA_08620"
52813,53823,"Beaba1|8621","BBA_08621"
61042,61716,"Beaba1|8622","BBA_08622"
63311,63801,"Beaba1|8623","BBA_08623"
64874,66555,"Beaba1|8624","BBA_08624"
66612,71046,"Beaba1|8625","BBA_08625"
71950,73353,"Beaba1|8626","BBA_08626"
75077,76605,"Beaba1|8627","BBA_08627"
76988,79364,"Beaba1|8628","BBA_08628"
79716,80303,"Beaba1|8629","BBA_08629"
80966,82348,"Beaba1|8630","BBA_08630"
82903,84486,"Beaba1|8631","BBA_08631"
84917,85612,"Beaba1|8632","BBA_08632"
85932,86259,"Beaba1|8633","BBA_08633"
88091,88909,"Beaba1|8634","BBA_08634"
89788,93519,"Beaba1|8635","BBA_08635"
97276,98186,"Beaba1|8636","BBA_08636"
98983,101344,"Beaba1|8637","BBA_08637"
101820,102361,"Beaba1|8638","BBA_08638"
103800,105479,"Beaba1|8639","BBA_08639"
107724,109652,"Beaba1|8640","BBA_08640"
109920,110501,"Beaba1|8641","BBA_08641"
111599,114046,"Beaba1|8642","BBA_08642"
114249,116180,"Beaba1|8643","BBA_08643"
122747,123765,"Beaba1|8644","BBA_08644"
126592,128924,"Beaba1|8645","BBA_08645"
129348,129767,"Beaba1|8646","BBA_08646"
132370,135540,"Beaba1|8647","BBA_08647"
148780,150318,"Beaba1|8648","BBA_08648"
155711,156166,"Beaba1|8649","BBA_08649"
158806,159549,"Beaba1|8650","BBA_08650"
162288,163436,"Beaba1|8651","BBA_08651"
163502,165738,"Beaba1|8652","BBA_08652"
170588,171199,"Beaba1|8653","BBA_08653"
171929,173350,"Beaba1|8654","BBA_08654"
173771,175432,"Beaba1|8655","BBA_08655"
176593,180960,"Beaba1|8656","BBA_08656"
183983,184924,"Beaba1|8657","BBA_08657"
185110,185912,"Beaba1|8658","BBA_08658"
187606,190078,"Beaba1|8659","BBA_08659"
191764,193364,"Beaba1|8660","BBA_08660"
194683,195894,"Beaba1|8661","BBA_08661"
197404,199109,"Beaba1|8662","BBA_08662"
199405,200671,"Beaba1|8663","BBA_08663"
9419,9794,"Beaba1|8664","BBA_08664"
11406,12441,"Beaba1|8665","BBA_08665"
13896,14219,"Beaba1|8666","BBA_08666"
17489,18904,"Beaba1|8667","BBA_08667"
54807,58854,"Beaba1|8668","BBA_08668"
63660,65938,"Beaba1|8669","BBA_08669"
77277,77546,"Beaba1|8670","BBA_08670"
79516,80018,"Beaba1|8671","BBA_08671"
81075,81572,"Beaba1|8672","BBA_08672"
91814,92168,"Beaba1|8673","BBA_08673"
97784,98974,"Beaba1|8674","BBA_08674"
99777,100946,"Beaba1|8675","BBA_08675"
102244,102735,"Beaba1|8676","BBA_08676"
103745,104068,"Beaba1|8677","BBA_08677"
105590,106683,"Beaba1|8678","BBA_08678"
107024,107389,"Beaba1|8679","BBA_08679"
108122,109103,"Beaba1|8680","BBA_08680"
109980,112025,"Beaba1|8681","BBA_08681"
112614,113935,"Beaba1|8682","BBA_08682"
114430,115276,"Beaba1|8683","BBA_08683"
117400,118754,"Beaba1|8684","BBA_08684"
118871,119620,"Beaba1|8685","BBA_08685"
120357,121742,"Beaba1|8686","BBA_08686"
122324,122764,"Beaba1|8687","BBA_08687"
123411,124004,"Beaba1|8688","BBA_08688"
124322,126318,"Beaba1|8689","BBA_08689"
127328,129722,"Beaba1|8690","BBA_08690"
133372,134425,"Beaba1|8691","BBA_08691"
134877,135443,"Beaba1|8692","BBA_08692"
136807,137503,"Beaba1|8693","BBA_08693"
137907,139700,"Beaba1|8694","BBA_08694"
141411,144263,"Beaba1|8695","BBA_08695"
144382,148299,"Beaba1|8696","BBA_08696"
149509,150885,"Beaba1|8697","BBA_08697"
151241,153087,"Beaba1|8698","BBA_08698"
154510,157122,"Beaba1|8699","BBA_08699"
158634,159866,"Beaba1|8700","BBA_08700"
160540,162195,"Beaba1|8701","BBA_08701"
162949,164115,"Beaba1|8702","BBA_08702"
164661,166385,"Beaba1|8703","BBA_08703"
168195,170020,"Beaba1|8704","BBA_08704"
171048,172857,"Beaba1|8705","BBA_08705"
173421,174996,"Beaba1|8706","BBA_08706"
176328,177800,"Beaba1|8707","BBA_08707"
178441,179310,"Beaba1|8708","BBA_08708"
180222,181365,"Beaba1|8709","BBA_08709"
182586,184226,"Beaba1|8710","BBA_08710"
187973,189799,"Beaba1|8711","BBA_08711"
190965,194180,"Beaba1|8712","BBA_08712"
194415,195002,"Beaba1|8713","BBA_08713"
197842,200870,"Beaba1|8714","BBA_08714"
546,1391,"Beaba1|8715","BBA_08715"
3345,8106,"Beaba1|8716","BBA_08716"
15933,16490,"Beaba1|8717","BBA_08717"
17781,19469,"Beaba1|8718","BBA_08718"
20902,23468,"Beaba1|8719","BBA_08719"
25283,26355,"Beaba1|8720","BBA_08720"
27376,28194,"Beaba1|8721","BBA_08721"
28665,32617,"Beaba1|8722","BBA_08722"
34043,34548,"Beaba1|8723","BBA_08723"
34637,35585,"Beaba1|8724","BBA_08724"
36038,37489,"Beaba1|8725","BBA_08725"
43427,45020,"Beaba1|8726","BBA_08726"
45292,47834,"Beaba1|8727","BBA_08727"
49025,50955,"Beaba1|8728","BBA_08728"
51672,53501,"Beaba1|8729","BBA_08729"
61259,62810,"Beaba1|8730","BBA_08730"
64141,67639,"Beaba1|8731","BBA_08731"
73947,76641,"Beaba1|8732","BBA_08732"
77098,78274,"Beaba1|8733","BBA_08733"
80364,81487,"Beaba1|8734","BBA_08734"
81998,84065,"Beaba1|8735","BBA_08735"
84901,85739,"Beaba1|8736","BBA_08736"
88856,95678,"Beaba1|8737","BBA_08737"
96185,98077,"Beaba1|8738","BBA_08738"
99130,99768,"Beaba1|8739","BBA_08739"
100009,102020,"Beaba1|8740","BBA_08740"
103320,104216,"Beaba1|8741","BBA_08741"
113101,113631,"Beaba1|8742","BBA_08742"
130200,131725,"Beaba1|8743","BBA_08743"
132919,134819,"Beaba1|8744","BBA_08744"
135871,137649,"Beaba1|8745","BBA_08745"
138377,139372,"Beaba1|8746","BBA_08746"
139556,141038,"Beaba1|8747","BBA_08747"
142327,145930,"Beaba1|8748","BBA_08748"
146388,148673,"Beaba1|8749","BBA_08749"
149344,150684,"Beaba1|8750","BBA_08750"
151822,154581,"Beaba1|8751","BBA_08751"
161603,162126,"Beaba1|8752","BBA_08752"
162806,163595,"Beaba1|8753","BBA_08753"
163801,165086,"Beaba1|8754","BBA_08754"
165522,167592,"Beaba1|8755","BBA_08755"
168565,169680,"Beaba1|8756","BBA_08756"
171204,171821,"Beaba1|8757","BBA_08757"
172143,173254,"Beaba1|8758","BBA_08758"
174636,175259,"Beaba1|8759","BBA_08759"
179822,180346,"Beaba1|8760","BBA_08760"
180863,182794,"Beaba1|8761","BBA_08761"
183004,184947,"Beaba1|8762","BBA_08762"
187433,188467,"Beaba1|8763","BBA_08763"
193423,194376,"Beaba1|8764","BBA_08764"
155,1701,"Beaba1|8765","BBA_08765"
5027,5633,"Beaba1|8766","BBA_08766"
5859,6822,"Beaba1|8767","BBA_08767"
7772,9506,"Beaba1|8768","BBA_08768"
11227,11745,"Beaba1|8769","BBA_08769"
12294,13188,"Beaba1|8770","BBA_08770"
13652,14885,"Beaba1|8771","BBA_08771"
15857,16618,"Beaba1|8772","BBA_08772"
16944,18920,"Beaba1|8773","BBA_08773"
23960,29346,"Beaba1|8774","BBA_08774"
30091,30587,"Beaba1|8775","BBA_08775"
33135,33581,"Beaba1|8776","BBA_08776"
34607,36574,"Beaba1|8777","BBA_08777"
37145,42503,"Beaba1|8778","BBA_08778"
44440,48942,"Beaba1|8779","BBA_08779"
49438,50892,"Beaba1|8780","BBA_08780"
51458,52752,"Beaba1|8781","BBA_08781"
53499,54646,"Beaba1|8782","BBA_08782"
54994,57698,"Beaba1|8783","BBA_08783"
58470,60755,"Beaba1|8784","BBA_08784"
61071,62556,"Beaba1|8785","BBA_08785"
63936,65660,"Beaba1|8786","BBA_08786"
66786,68796,"Beaba1|8787","BBA_08787"
69442,71065,"Beaba1|8788","BBA_08788"
72669,73790,"Beaba1|8789","BBA_08789"
74515,76608,"Beaba1|8790","BBA_08790"
78960,81092,"Beaba1|8791","BBA_08791"
84983,86591,"Beaba1|8792","BBA_08792"
87000,87536,"Beaba1|8793","BBA_08793"
90457,91776,"Beaba1|8794","BBA_08794"
92666,95039,"Beaba1|8795","BBA_08795"
95160,97655,"Beaba1|8796","BBA_08796"
99042,99920,"Beaba1|8797","BBA_08797"
100824,101943,"Beaba1|8798","BBA_08798"
103315,104950,"Beaba1|8799","BBA_08799"
106478,110482,"Beaba1|8800","BBA_08800"
110640,111994,"Beaba1|8801","BBA_08801"
112569,115171,"Beaba1|8802","BBA_08802"
115629,116570,"Beaba1|8803","BBA_08803"
117163,117495,"Beaba1|8804","BBA_08804"
118530,119498,"Beaba1|8805","BBA_08805"
120094,122544,"Beaba1|8806","BBA_08806"
123145,124745,"Beaba1|8807","BBA_08807"
125663,126578,"Beaba1|8808","BBA_08808"
129489,134435,"Beaba1|8809","BBA_08809"
135201,137117,"Beaba1|8810","BBA_08810"
137220,138464,"Beaba1|8811","BBA_08811"
141950,143508,"Beaba1|8812","BBA_08812"
143804,144844,"Beaba1|8813","BBA_08813"
147055,148616,"Beaba1|8814","BBA_08814"
148949,149551,"Beaba1|8815","BBA_08815"
151493,152166,"Beaba1|8816","BBA_08816"
152671,154000,"Beaba1|8817","BBA_08817"
154260,156131,"Beaba1|8818","BBA_08818"
157129,157692,"Beaba1|8819","BBA_08819"
157917,158889,"Beaba1|8820","BBA_08820"
159531,161132,"Beaba1|8821","BBA_08821"
161484,162972,"Beaba1|8822","BBA_08822"
163422,166089,"Beaba1|8823","BBA_08823"
171243,172874,"Beaba1|8824","BBA_08824"
176831,177277,"Beaba1|8825","BBA_08825"
178235,179140,"Beaba1|8826","BBA_08826"
179999,183845,"Beaba1|8827","BBA_08827"
186186,186962,"Beaba1|8828","BBA_08828"
188545,192756,"Beaba1|8829","BBA_08829"
1821,2808,"Beaba1|8830","BBA_08830"
3239,3817,"Beaba1|8831","BBA_08831"
4417,5489,"Beaba1|8832","BBA_08832"
6168,6869,"Beaba1|8833","BBA_08833"
9686,10353,"Beaba1|8834","BBA_08834"
11041,12304,"Beaba1|8835","BBA_08835"
12817,13387,"Beaba1|8836","BBA_08836"
13891,14724,"Beaba1|8837","BBA_08837"
14939,16171,"Beaba1|8838","BBA_08838"
16316,16762,"Beaba1|8839","BBA_08839"
18724,19386,"Beaba1|8840","BBA_08840"
19457,22144,"Beaba1|8841","BBA_08841"
23891,26212,"Beaba1|8842","BBA_08842"
31959,34889,"Beaba1|8843","BBA_08843"
37145,38486,"Beaba1|8844","BBA_08844"
42405,44393,"Beaba1|8845","BBA_08845"
44810,45391,"Beaba1|8846","BBA_08846"
46447,47250,"Beaba1|8847","BBA_08847"
48257,52134,"Beaba1|8848","BBA_08848"
53348,54283,"Beaba1|8849","BBA_08849"
54544,55494,"Beaba1|8850","BBA_08850"
55628,56227,"Beaba1|8851","BBA_08851"
57542,59023,"Beaba1|8852","BBA_08852"
59737,61186,"Beaba1|8853","BBA_08853"
62526,64362,"Beaba1|8854","BBA_08854"
66768,67886,"Beaba1|8855","BBA_08855"
68253,69407,"Beaba1|8856","BBA_08856"
69627,72243,"Beaba1|8857","BBA_08857"
72658,73368,"Beaba1|8858","BBA_08858"
74681,79266,"Beaba1|8859","BBA_08859"
79797,82937,"Beaba1|8860","BBA_08860"
84284,85225,"Beaba1|8861","BBA_08861"
86340,87542,"Beaba1|8862","BBA_08862"
88060,89668,"Beaba1|8863","BBA_08863"
92572,93462,"Beaba1|8864","BBA_08864"
96732,100085,"Beaba1|8865","BBA_08865"
101655,103591,"Beaba1|8866","BBA_08866"
104289,104973,"Beaba1|8867","BBA_08867"
105678,107189,"Beaba1|8868","BBA_08868"
108061,108725,"Beaba1|8869","BBA_08869"
109901,111268,"Beaba1|8870","BBA_08870"
113058,113960,"Beaba1|8871","BBA_08871"
114763,115493,"Beaba1|8872","BBA_08872"
115994,117144,"Beaba1|8873","BBA_08873"
117662,118337,"Beaba1|8874","BBA_08874"
122147,124012,"Beaba1|8875","BBA_08875"
124535,126445,"Beaba1|8876","BBA_08876"
127455,129881,"Beaba1|8877","BBA_08877"
131948,133415,"Beaba1|8878","BBA_08878"
134125,134551,"Beaba1|8879","BBA_08879"
135359,136658,"Beaba1|8880","BBA_08880"
139533,141319,"Beaba1|8881","BBA_08881"
146727,148400,"Beaba1|8882","BBA_08882"
151557,151937,"Beaba1|8883","BBA_08883"
153568,154833,"Beaba1|8884","BBA_08884"
155765,157135,"Beaba1|8885","BBA_08885"
159217,160860,"Beaba1|8886","BBA_08886"
165639,166612,"Beaba1|8887","BBA_08887"
167765,168475,"Beaba1|8888","BBA_08888"
170797,171105,"Beaba1|8889","BBA_08889"
171860,173311,"Beaba1|8890","BBA_08890"
173958,175567,"Beaba1|8891","BBA_08891"
175757,176648,"Beaba1|8892","BBA_08892"
177362,177846,"Beaba1|8893","BBA_08893"
178673,179791,"Beaba1|8894","BBA_08894"
180121,181345,"Beaba1|8895","BBA_08895"
181959,183395,"Beaba1|8896","BBA_08896"
2294,3574,"Beaba1|8897","BBA_08897"
5577,6314,"Beaba1|8898","BBA_08898"
8101,8862,"Beaba1|8899","BBA_08899"
9960,11037,"Beaba1|8900","BBA_08900"
11692,13466,"Beaba1|8901","BBA_08901"
15164,15985,"Beaba1|8902","BBA_08902"
16984,17879,"Beaba1|8903","BBA_08903"
21844,23587,"Beaba1|8904","BBA_08904"
24081,25691,"Beaba1|8905","BBA_08905"
27940,30398,"Beaba1|8906","BBA_08906"
40502,44271,"Beaba1|8907","BBA_08907"
44791,46687,"Beaba1|8908","BBA_08908"
47096,49373,"Beaba1|8909","BBA_08909"
52731,55379,"Beaba1|8910","BBA_08910"
55767,57626,"Beaba1|8911","BBA_08911"
59349,61898,"Beaba1|8912","BBA_08912"
62704,63859,"Beaba1|8913","BBA_08913"
64752,65884,"Beaba1|8914","BBA_08914"
68663,71263,"Beaba1|8915","BBA_08915"
72171,73085,"Beaba1|8916","BBA_08916"
74767,75462,"Beaba1|8917","BBA_08917"
80042,82897,"Beaba1|8918","BBA_08918"
84132,85908,"Beaba1|8919","BBA_08919"
88158,89611,"Beaba1|8920","BBA_08920"
89746,90995,"Beaba1|8921","BBA_08921"
92912,94333,"Beaba1|8922","BBA_08922"
94753,96443,"Beaba1|8923","BBA_08923"
97014,98229,"Beaba1|8924","BBA_08924"
98756,99734,"Beaba1|8925","BBA_08925"
100541,101622,"Beaba1|8926","BBA_08926"
102434,106824,"Beaba1|8927","BBA_08927"
107649,108712,"Beaba1|8928","BBA_08928"
111267,111701,"Beaba1|8929","BBA_08929"
112784,113739,"Beaba1|8930","BBA_08930"
113929,114655,"Beaba1|8931","BBA_08931"
115246,117896,"Beaba1|8932","BBA_08932"
118625,120295,"Beaba1|8933","BBA_08933"
123188,125059,"Beaba1|8934","BBA_08934"
126777,128149,"Beaba1|8935","BBA_08935"
128508,130826,"Beaba1|8936","BBA_08936"
131402,132561,"Beaba1|8937","BBA_08937"
133140,135678,"Beaba1|8938","BBA_08938"
136159,139310,"Beaba1|8939","BBA_08939"
141297,142623,"Beaba1|8940","BBA_08940"
142876,143996,"Beaba1|8941","BBA_08941"
145853,148080,"Beaba1|8942","BBA_08942"
150077,150757,"Beaba1|8943","BBA_08943"
159461,161124,"Beaba1|8944","BBA_08944"
163063,165051,"Beaba1|8945","BBA_08945"
165392,166405,"Beaba1|8946","BBA_08946"
166956,168779,"Beaba1|8947","BBA_08947"
169396,170040,"Beaba1|8948","BBA_08948"
171084,172396,"Beaba1|8949","BBA_08949"
172436,175301,"Beaba1|8950","BBA_08950"
176167,176778,"Beaba1|8951","BBA_08951"
179334,180729,"Beaba1|8952","BBA_08952"
580,1088,"Beaba1|8953","BBA_08953"
2395,3724,"Beaba1|8954","BBA_08954"
5971,6708,"Beaba1|8955","BBA_08955"
8319,10080,"Beaba1|8956","BBA_08956"
11758,13583,"Beaba1|8957","BBA_08957"
14475,15137,"Beaba1|8958","BBA_08958"
17493,19699,"Beaba1|8959","BBA_08959"
20919,21497,"Beaba1|8960","BBA_08960"
21900,25193,"Beaba1|8961","BBA_08961"
26094,28899,"Beaba1|8962","BBA_08962"
29368,29862,"Beaba1|8963","BBA_08963"
30649,32724,"Beaba1|8964","BBA_08964"
35622,37952,"Beaba1|8965","BBA_08965"
39311,41072,"Beaba1|8966","BBA_08966"
43750,44611,"Beaba1|8967","BBA_08967"
47320,49265,"Beaba1|8968","BBA_08968"
50009,51263,"Beaba1|8969","BBA_08969"
52016,52312,"Beaba1|8970","BBA_08970"
52403,52879,"Beaba1|8971","BBA_08971"
56525,57150,"Beaba1|8972","BBA_08972"
57581,58603,"Beaba1|8973","BBA_08973"
58835,59228,"Beaba1|8974","BBA_08974"
60212,61005,"Beaba1|8975","BBA_08975"
61749,62151,"Beaba1|8976","BBA_08976"
63001,65405,"Beaba1|8977","BBA_08977"
65879,66256,"Beaba1|8978","BBA_08978"
67694,68927,"Beaba1|8979","BBA_08979"
69650,70528,"Beaba1|8980","BBA_08980"
71179,72051,"Beaba1|8981","BBA_08981"
72637,78234,"Beaba1|8982","BBA_08982"
80919,81413,"Beaba1|8983","BBA_08983"
83136,86150,"Beaba1|8984","BBA_08984"
86840,87833,"Beaba1|8985","BBA_08985"
89289,90959,"Beaba1|8986","BBA_08986"
91342,92079,"Beaba1|8987","BBA_08987"
92320,92775,"Beaba1|8988","BBA_08988"
94175,95228,"Beaba1|8989","BBA_08989"
96353,98086,"Beaba1|8990","BBA_08990"
98427,100788,"Beaba1|8991","BBA_08991"
101261,102430,"Beaba1|8992","BBA_08992"
103312,103919,"Beaba1|8993","BBA_08993"
104505,104903,"Beaba1|8994","BBA_08994"
105680,106208,"Beaba1|8995","BBA_08995"
107216,108236,"Beaba1|8996","BBA_08996"
109025,111053,"Beaba1|8997","BBA_08997"
112019,112359,"Beaba1|8998","BBA_08998"
113373,116246,"Beaba1|8999","BBA_08999"
116735,117292,"Beaba1|9000","BBA_09000"
118018,119037,"Beaba1|9001","BBA_09001"
120046,120453,"Beaba1|9002","BBA_09002"
121305,122086,"Beaba1|9003","BBA_09003"
124291,125237,"Beaba1|9004","BBA_09004"
129395,129863,"Beaba1|9005","BBA_09005"
133089,135833,"Beaba1|9006","BBA_09006"
136043,136616,"Beaba1|9007","BBA_09007"
