proteinId	Cmax	Cmax_pos	Ymax	Ymax_pos	Smax	Smax_pos	Smean	D	signal_predicted	Dmaxcut	networks_used	SSP
Beaba1|7166	0.172	21	0.137	21	0.156	2	0.107	0.121	N	0.45	SignalP-noTM	N
Beaba1|7167	0.117	32	0.135	19	0.263	7	0.16	0.149	N	0.45	SignalP-noTM	N
Beaba1|7168	0.109	58	0.104	58	0.108	56	0.096	0.099	N	0.45	SignalP-noTM	N
Beaba1|7169	0.124	51	0.122	51	0.163	29	0.111	0.116	N	0.45	SignalP-noTM	N
Beaba1|717	0.11	66	0.109	12	0.137	2	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|7170	0.112	17	0.11	17	0.127	7	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|7171	0.124	46	0.11	46	0.133	7	0.101	0.105	N	0.45	SignalP-noTM	N
Beaba1|7172	0.434	18	0.634	18	0.957	11	0.922	0.789	Y	0.45	SignalP-noTM	N
Beaba1|7173	0.137	27	0.139	11	0.217	1	0.153	0.147	N	0.45	SignalP-noTM	N
Beaba1|7174	0.302	22	0.26	22	0.352	15	0.218	0.237	N	0.45	SignalP-noTM	N
Beaba1|7175	0.175	24	0.228	24	0.469	7	0.3	0.267	N	0.45	SignalP-noTM	N
Beaba1|7176	0.109	26	0.11	49	0.124	41	0.102	0.105	N	0.45	SignalP-noTM	N
Beaba1|7177	0.112	66	0.107	66	0.116	19	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|7178	0.137	67	0.105	37	0.119	69	0.102	0.104	N	0.5	SignalP-TM	N
Beaba1|7179	0.113	19	0.166	11	0.372	1	0.231	0.192	N	0.5	SignalP-TM	N
Beaba1|718	0.12	43	0.108	43	0.112	48	0.097	0.102	N	0.45	SignalP-noTM	N
Beaba1|7180	0.392	34	0.442	34	0.675	29	0.392	0.422	N	0.5	SignalP-TM	N
Beaba1|7181	0.107	44	0.111	69	0.163	63	0.077	0.097	N	0.5	SignalP-TM	N
Beaba1|7182	0.111	32	0.106	32	0.131	11	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|7183	0.119	22	0.121	11	0.156	1	0.126	0.124	N	0.45	SignalP-noTM	N
Beaba1|7184	0.112	19	0.12	19	0.193	20	0.126	0.123	N	0.45	SignalP-noTM	N
Beaba1|7185	0.113	25	0.115	11	0.138	1	0.119	0.117	N	0.45	SignalP-noTM	N
Beaba1|7186	0.136	49	0.14	11	0.26	7	0.199	0.172	N	0.45	SignalP-noTM	N
Beaba1|7187	0.111	16	0.104	51	0.12	8	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|7188	0.455	18	0.338	18	0.728	2	0.33	0.335	N	0.5	SignalP-TM	N
Beaba1|7189	0.115	60	0.115	60	0.139	50	0.103	0.109	N	0.45	SignalP-noTM	N
Beaba1|719	0.11	66	0.106	61	0.113	39	0.1	0.102	N	0.45	SignalP-noTM	N
Beaba1|7190	0.109	9	0.105	42	0.121	23	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|7191	0.111	51	0.112	51	0.146	2	0.103	0.107	N	0.45	SignalP-noTM	N
Beaba1|7192	0.128	18	0.137	18	0.191	1	0.132	0.134	N	0.45	SignalP-noTM	N
Beaba1|7193	0.111	70	0.108	60	0.122	50	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|7194	0.126	19	0.159	11	0.289	8	0.214	0.189	N	0.45	SignalP-noTM	N
Beaba1|7195	0.114	50	0.117	50	0.169	44	0.113	0.115	N	0.45	SignalP-noTM	N
Beaba1|7196	0.205	50	0.142	50	0.222	1	0.114	0.127	N	0.45	SignalP-noTM	N
Beaba1|7197	0.168	48	0.151	48	0.207	43	0.11	0.134	N	0.5	SignalP-TM	N
Beaba1|7198	0.13	45	0.133	39	0.206	25	0.133	0.133	N	0.5	SignalP-TM	N
Beaba1|7199	0.674	29	0.798	29	0.989	16	0.946	0.878	Y	0.45	SignalP-noTM	Y
Beaba1|72	0.11	54	0.105	22	0.125	2	0.104	0.104	N	0.45	SignalP-noTM	N
Beaba1|720	0.142	32	0.142	32	0.217	13	0.15	0.146	N	0.45	SignalP-noTM	N
Beaba1|7200	0.23	21	0.229	21	0.394	11	0.221	0.224	N	0.45	SignalP-noTM	N
Beaba1|7201	0.348	23	0.498	23	0.901	12	0.713	0.614	Y	0.45	SignalP-noTM	N
Beaba1|7202	0.109	33	0.106	63	0.115	59	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|7203	0.106	31	0.102	57	0.107	35	0.096	0.099	N	0.45	SignalP-noTM	N
Beaba1|7204	0.11	67	0.11	38	0.123	27	0.104	0.107	N	0.45	SignalP-noTM	N
Beaba1|7205	0.206	23	0.152	23	0.168	22	0.112	0.13	N	0.45	SignalP-noTM	N
Beaba1|7206	0.125	25	0.114	55	0.134	50	0.107	0.11	N	0.45	SignalP-noTM	N
Beaba1|7207	0.53	25	0.267	25	0.186	24	0.134	0.195	N	0.45	SignalP-noTM	N
Beaba1|7208	0.112	70	0.105	62	0.112	40	0.1	0.102	N	0.45	SignalP-noTM	N
Beaba1|7209	0.183	41	0.205	41	0.409	40	0.173	0.188	N	0.45	SignalP-noTM	N
Beaba1|721	0.107	68	0.106	13	0.119	37	0.101	0.103	N	0.45	SignalP-noTM	N
Beaba1|7210	0.151	51	0.193	18	0.409	13	0.281	0.229	N	0.5	SignalP-TM	N
Beaba1|7211	0.705	20	0.768	20	0.904	11	0.844	0.809	Y	0.45	SignalP-noTM	Y
Beaba1|7212	0.11	35	0.11	12	0.132	1	0.101	0.105	N	0.45	SignalP-noTM	N
Beaba1|7213	0.111	60	0.108	60	0.122	49	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|7214	0.15	20	0.141	20	0.184	15	0.125	0.132	N	0.45	SignalP-noTM	N
Beaba1|7215	0.111	24	0.104	67	0.109	55	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|7216	0.111	22	0.112	28	0.136	19	0.112	0.112	N	0.45	SignalP-noTM	N
Beaba1|7217	0.126	52	0.114	52	0.142	2	0.105	0.109	N	0.45	SignalP-noTM	N
Beaba1|7218	0.118	39	0.11	39	0.138	38	0.1	0.105	N	0.45	SignalP-noTM	N
Beaba1|7219	0.111	60	0.113	12	0.144	4	0.122	0.118	N	0.45	SignalP-noTM	N
Beaba1|722	0.106	55	0.105	11	0.117	1	0.1	0.102	N	0.45	SignalP-noTM	N
Beaba1|7220	0.313	43	0.304	43	0.655	8	0.37	0.34	N	0.45	SignalP-noTM	N
Beaba1|7221	0.114	36	0.113	13	0.143	4	0.113	0.113	N	0.45	SignalP-noTM	N
Beaba1|7222	0.11	24	0.157	11	0.364	2	0.224	0.184	N	0.5	SignalP-TM	N
Beaba1|7223	0.127	41	0.134	11	0.195	3	0.161	0.148	N	0.45	SignalP-noTM	N
Beaba1|7224	0.114	27	0.11	12	0.131	2	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|7225	0.119	42	0.112	42	0.14	41	0.099	0.105	N	0.45	SignalP-noTM	N
Beaba1|7226	0.33	26	0.223	26	0.217	33	0.154	0.186	N	0.45	SignalP-noTM	N
Beaba1|7227	0.295	18	0.49	18	0.874	12	0.81	0.662	Y	0.45	SignalP-noTM	Y
Beaba1|7228	0.162	20	0.148	20	0.159	1	0.131	0.139	N	0.45	SignalP-noTM	N
Beaba1|7229	0.109	23	0.121	12	0.163	5	0.128	0.125	N	0.45	SignalP-noTM	N
Beaba1|723	0.212	24	0.164	24	0.281	23	0.127	0.144	N	0.45	SignalP-noTM	N
Beaba1|7230	0.111	40	0.107	40	0.139	38	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|7231	0.131	29	0.214	17	0.425	7	0.371	0.277	N	0.5	SignalP-TM	N
Beaba1|7232	0.359	52	0.221	52	0.289	50	0.133	0.173	N	0.45	SignalP-noTM	N
Beaba1|7233	0.117	34	0.111	46	0.133	40	0.103	0.108	N	0.5	SignalP-TM	N
Beaba1|7234	0.13	28	0.165	28	0.336	19	0.204	0.181	N	0.5	SignalP-TM	N
Beaba1|7235	0.124	27	0.115	11	0.145	1	0.104	0.109	N	0.45	SignalP-noTM	N
Beaba1|7236	0.112	36	0.107	36	0.136	35	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|7237	0.115	39	0.115	11	0.131	1	0.115	0.115	N	0.45	SignalP-noTM	N
Beaba1|7238	0.135	37	0.124	37	0.16	36	0.108	0.115	N	0.45	SignalP-noTM	N
Beaba1|7239	0.11	65	0.105	41	0.111	27	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|724	0.109	30	0.105	70	0.144	4	0.101	0.103	N	0.45	SignalP-noTM	N
Beaba1|7240	0.133	25	0.191	11	0.384	5	0.323	0.262	N	0.45	SignalP-noTM	N
Beaba1|7241	0.127	54	0.114	54	0.176	50	0.097	0.105	N	0.45	SignalP-noTM	N
Beaba1|7242	0.146	18	0.119	18	0.112	45	0.096	0.107	N	0.45	SignalP-noTM	N
Beaba1|7243	0.107	23	0.106	14	0.114	1	0.099	0.102	N	0.45	SignalP-noTM	N
Beaba1|7244	0.198	37	0.138	37	0.126	36	0.093	0.114	N	0.45	SignalP-noTM	N
Beaba1|7245	0.109	27	0.108	27	0.136	11	0.105	0.106	N	0.45	SignalP-noTM	N
Beaba1|7246	0.108	32	0.111	53	0.128	42	0.101	0.106	N	0.45	SignalP-noTM	N
Beaba1|7247	0.132	19	0.133	19	0.184	1	0.122	0.127	N	0.45	SignalP-noTM	N
Beaba1|7248	0.108	15	0.106	35	0.114	22	0.102	0.104	N	0.45	SignalP-noTM	N
Beaba1|7249	0.381	17	0.524	17	0.771	15	0.712	0.625	Y	0.45	SignalP-noTM	N
Beaba1|725	0.11	22	0.104	22	0.111	8	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|7250	0.122	33	0.115	33	0.155	32	0.108	0.112	N	0.5	SignalP-TM	N
Beaba1|7251	0.149	21	0.133	21	0.143	3	0.118	0.125	N	0.45	SignalP-noTM	N
Beaba1|7252	0.11	50	0.105	14	0.115	2	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|7253	0.112	27	0.104	27	0.113	27	0.095	0.099	N	0.45	SignalP-noTM	N
Beaba1|7254	0.124	39	0.115	39	0.132	33	0.101	0.108	N	0.45	SignalP-noTM	N
Beaba1|7255	0.111	24	0.113	36	0.128	22	0.11	0.112	N	0.45	SignalP-noTM	N
Beaba1|7256	0.232	22	0.366	22	0.762	1	0.57	0.476	Y	0.45	SignalP-noTM	N
Beaba1|7257	0.257	24	0.228	24	0.295	7	0.202	0.214	N	0.45	SignalP-noTM	N
Beaba1|7258	0.114	24	0.115	24	0.164	12	0.114	0.115	N	0.45	SignalP-noTM	N
Beaba1|7259	0.109	49	0.122	11	0.183	4	0.144	0.134	N	0.45	SignalP-noTM	N
Beaba1|726	0.108	55	0.105	55	0.114	47	0.095	0.099	N	0.45	SignalP-noTM	N
Beaba1|7260	0.131	60	0.113	60	0.131	18	0.101	0.107	N	0.45	SignalP-noTM	N
Beaba1|7261	0.112	25	0.112	12	0.135	5	0.122	0.118	N	0.45	SignalP-noTM	N
Beaba1|7262	0.128	34	0.113	34	0.127	50	0.101	0.106	N	0.45	SignalP-noTM	N
Beaba1|7263	0.114	34	0.11	34	0.129	33	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|7264	0.11	65	0.103	42	0.105	44	0.094	0.098	N	0.45	SignalP-noTM	N
Beaba1|7265	0.121	35	0.113	50	0.141	42	0.106	0.109	N	0.45	SignalP-noTM	N
Beaba1|7266	0.132	32	0.133	12	0.256	31	0.147	0.14	N	0.45	SignalP-noTM	N
Beaba1|7267	0.115	60	0.107	60	0.114	54	0.095	0.101	N	0.45	SignalP-noTM	N
Beaba1|7268	0.145	21	0.115	21	0.129	2	0.09	0.102	N	0.45	SignalP-noTM	N
Beaba1|7269	0.109	64	0.107	27	0.126	20	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|727	0.125	35	0.125	35	0.198	32	0.129	0.127	N	0.45	SignalP-noTM	N
Beaba1|7270	0.108	11	0.106	55	0.117	39	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|7271	0.112	56	0.111	56	0.139	5	0.105	0.108	N	0.45	SignalP-noTM	N
Beaba1|7272	0.118	19	0.115	19	0.14	1	0.106	0.11	N	0.45	SignalP-noTM	N
Beaba1|7273	0.112	20	0.106	43	0.122	5	0.103	0.104	N	0.45	SignalP-noTM	N
Beaba1|7274	0.147	33	0.131	33	0.209	32	0.127	0.129	N	0.45	SignalP-noTM	N
Beaba1|7275	0.153	28	0.134	28	0.142	37	0.119	0.126	N	0.45	SignalP-noTM	N
Beaba1|7276	0.219	51	0.153	51	0.149	50	0.109	0.129	N	0.45	SignalP-noTM	N
Beaba1|7277	0.49	17	0.673	17	0.947	2	0.919	0.806	Y	0.45	SignalP-noTM	N
Beaba1|7278	0.123	42	0.119	17	0.139	12	0.113	0.116	N	0.45	SignalP-noTM	N
Beaba1|7279	0.136	25	0.19	11	0.42	1	0.29	0.244	N	0.45	SignalP-noTM	N
Beaba1|728	0.116	12	0.106	70	0.114	55	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|7280	0.22	35	0.182	35	0.339	2	0.182	0.182	N	0.45	SignalP-noTM	N
Beaba1|7281	0.2	17	0.15	17	0.189	51	0.112	0.135	N	0.5	SignalP-TM	N
Beaba1|7282	0.344	19	0.231	19	0.275	18	0.161	0.193	N	0.45	SignalP-noTM	N
Beaba1|7283	0.11	48	0.107	33	0.139	12	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|7284	0.114	55	0.111	39	0.137	22	0.108	0.109	N	0.45	SignalP-noTM	N
Beaba1|7285	0.267	45	0.23	45	0.503	10	0.225	0.228	N	0.5	SignalP-TM	N
Beaba1|7286	0.668	20	0.71	20	0.885	1	0.734	0.723	Y	0.45	SignalP-noTM	N
Beaba1|7287	0.11	30	0.109	38	0.129	21	0.102	0.105	N	0.45	SignalP-noTM	N
Beaba1|7288	0.178	27	0.134	27	0.171	1	0.107	0.12	N	0.45	SignalP-noTM	N
Beaba1|7289	0.39	21	0.53	21	0.865	10	0.728	0.637	Y	0.45	SignalP-noTM	N
Beaba1|729	0.204	46	0.17	22	0.287	20	0.188	0.177	N	0.5	SignalP-TM	N
Beaba1|7290	0.217	21	0.421	21	0.901	18	0.82	0.637	Y	0.45	SignalP-noTM	Y
Beaba1|7291	0.518	17	0.675	17	0.91	14	0.873	0.782	Y	0.45	SignalP-noTM	Y
Beaba1|7292	0.481	20	0.658	20	0.95	14	0.904	0.791	Y	0.45	SignalP-noTM	Y
Beaba1|7293	0.455	21	0.63	21	0.935	4	0.868	0.759	Y	0.45	SignalP-noTM	Y
Beaba1|7294	0.339	16	0.517	16	0.842	4	0.799	0.669	Y	0.45	SignalP-noTM	N
Beaba1|7295	0.284	21	0.241	21	0.634	1	0.271	0.253	N	0.5	SignalP-TM	N
Beaba1|7296	0.108	66	0.118	11	0.144	1	0.125	0.122	N	0.45	SignalP-noTM	N
Beaba1|7297	0.125	50	0.116	11	0.137	1	0.117	0.117	N	0.45	SignalP-noTM	N
Beaba1|7298	0.215	33	0.179	19	0.404	11	0.282	0.22	N	0.5	SignalP-TM	N
Beaba1|7299	0.372	20	0.511	20	0.824	5	0.696	0.611	Y	0.45	SignalP-noTM	N
Beaba1|73	0.362	25	0.289	25	0.493	5	0.247	0.266	N	0.45	SignalP-noTM	N
Beaba1|730	0.141	50	0.124	50	0.206	29	0.108	0.117	N	0.5	SignalP-TM	N
Beaba1|7300	0.106	65	0.121	11	0.152	1	0.122	0.122	N	0.45	SignalP-noTM	N
Beaba1|7301	0.168	44	0.162	44	0.246	43	0.154	0.158	N	0.45	SignalP-noTM	N
Beaba1|7302	0.133	48	0.142	11	0.208	1	0.16	0.151	N	0.45	SignalP-noTM	N
Beaba1|7303	0.109	50	0.12	11	0.164	1	0.106	0.113	N	0.45	SignalP-noTM	N
Beaba1|7304	0.399	42	0.22	42	0.206	39	0.132	0.173	N	0.45	SignalP-noTM	N
Beaba1|7305	0.117	42	0.106	42	0.124	41	0.094	0.1	N	0.45	SignalP-noTM	N
Beaba1|7306	0.112	59	0.106	59	0.116	44	0.094	0.1	N	0.45	SignalP-noTM	N
Beaba1|7307	0.216	37	0.175	11	0.42	4	0.299	0.224	N	0.5	SignalP-TM	N
Beaba1|7308	0.453	20	0.357	20	0.778	40	0.281	0.316	N	0.45	SignalP-noTM	N
Beaba1|7309	0.776	24	0.545	24	0.585	1	0.392	0.462	Y	0.45	SignalP-noTM	N
Beaba1|731	0.126	19	0.123	47	0.223	41	0.121	0.122	N	0.45	SignalP-noTM	N
Beaba1|7310	0.124	28	0.108	46	0.122	29	0.095	0.101	N	0.45	SignalP-noTM	N
Beaba1|7311	0.112	70	0.111	55	0.139	54	0.1	0.107	N	0.5	SignalP-TM	N
Beaba1|7312	0.116	38	0.129	45	0.251	37	0.117	0.124	N	0.5	SignalP-TM	N
Beaba1|7313	0.233	59	0.171	59	0.182	46	0.116	0.141	N	0.45	SignalP-noTM	N
Beaba1|7314	0.457	46	0.326	46	0.468	39	0.169	0.241	N	0.45	SignalP-noTM	N
Beaba1|7315	0.276	23	0.502	23	0.945	5	0.914	0.725	Y	0.45	SignalP-noTM	N
Beaba1|7316	0.108	23	0.121	67	0.164	58	0.103	0.114	N	0.5	SignalP-TM	N
Beaba1|7317	0.109	70	0.114	47	0.133	24	0.111	0.112	N	0.45	SignalP-noTM	N
Beaba1|7318	0.11	43	0.109	11	0.127	4	0.11	0.109	N	0.45	SignalP-noTM	N
Beaba1|7319	0.161	47	0.147	47	0.266	12	0.143	0.145	N	0.45	SignalP-noTM	N
Beaba1|732	0.384	21	0.443	21	0.693	4	0.498	0.473	Y	0.45	SignalP-noTM	N
Beaba1|7320	0.388	18	0.546	18	0.894	15	0.8	0.683	Y	0.45	SignalP-noTM	N
Beaba1|7321	0.268	24	0.338	21	0.645	19	0.435	0.39	N	0.45	SignalP-noTM	N
Beaba1|7322	0.425	25	0.546	25	0.887	8	0.715	0.637	Y	0.45	SignalP-noTM	Y
Beaba1|7323	0.119	38	0.163	24	0.314	8	0.234	0.191	N	0.5	SignalP-TM	N
Beaba1|7324	0.108	70	0.122	14	0.184	2	0.124	0.123	N	0.45	SignalP-noTM	N
Beaba1|7325	0.109	32	0.107	48	0.121	28	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|7326	0.115	58	0.105	58	0.11	56	0.093	0.099	N	0.45	SignalP-noTM	N
Beaba1|7327	0.126	44	0.117	44	0.13	43	0.105	0.11	N	0.45	SignalP-noTM	N
Beaba1|7328	0.137	25	0.238	12	0.666	2	0.466	0.361	N	0.45	SignalP-noTM	N
Beaba1|7329	0.807	17	0.854	17	0.945	8	0.9	0.879	Y	0.45	SignalP-noTM	Y
Beaba1|733	0.109	31	0.108	31	0.125	14	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|7330	0.36	36	0.318	36	0.455	35	0.267	0.298	N	0.5	SignalP-TM	N
Beaba1|7331	0.123	59	0.117	59	0.146	57	0.102	0.111	N	0.5	SignalP-TM	N
Beaba1|7332	0.116	38	0.122	17	0.167	2	0.118	0.12	N	0.45	SignalP-noTM	N
Beaba1|7333	0.596	23	0.745	23	0.971	12	0.93	0.845	Y	0.45	SignalP-noTM	Y
Beaba1|7334	0.12	55	0.131	12	0.167	1	0.145	0.139	N	0.45	SignalP-noTM	N
Beaba1|7335	0.225	30	0.248	30	0.566	1	0.293	0.266	N	0.5	SignalP-TM	N
Beaba1|7336	0.225	22	0.182	22	0.223	50	0.146	0.163	N	0.45	SignalP-noTM	N
Beaba1|7337	0.123	54	0.118	28	0.167	24	0.127	0.122	N	0.45	SignalP-noTM	N
Beaba1|7338	0.11	29	0.104	11	0.117	30	0.108	0.106	N	0.45	SignalP-noTM	N
Beaba1|7339	0.11	60	0.121	12	0.154	1	0.112	0.116	N	0.45	SignalP-noTM	N
Beaba1|734	0.127	44	0.154	35	0.28	33	0.168	0.162	N	0.45	SignalP-noTM	N
Beaba1|7340	0.107	56	0.107	44	0.122	68	0.099	0.104	N	0.5	SignalP-TM	N
Beaba1|7341	0.109	11	0.123	11	0.151	1	0.121	0.122	N	0.45	SignalP-noTM	N
Beaba1|7342	0.16	19	0.251	19	0.532	5	0.375	0.318	N	0.45	SignalP-noTM	N
Beaba1|7343	0.111	41	0.141	33	0.283	31	0.182	0.163	N	0.45	SignalP-noTM	N
Beaba1|7344	0.111	66	0.105	17	0.113	16	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|7345	0.647	24	0.794	24	0.996	14	0.971	0.889	Y	0.45	SignalP-noTM	N
Beaba1|7346	0.13	46	0.123	16	0.242	7	0.145	0.132	N	0.5	SignalP-TM	N
Beaba1|7347	0.641	23	0.749	23	0.944	3	0.875	0.817	Y	0.45	SignalP-noTM	N
Beaba1|7348	0.6	25	0.751	25	0.982	18	0.942	0.854	Y	0.45	SignalP-noTM	N
Beaba1|7349	0.107	63	0.102	40	0.124	66	0.091	0.098	N	0.5	SignalP-TM	N
Beaba1|735	0.344	22	0.24	22	0.281	1	0.162	0.198	N	0.45	SignalP-noTM	N
Beaba1|7350	0.147	56	0.132	16	0.155	5	0.124	0.128	N	0.45	SignalP-noTM	N
Beaba1|7351	0.173	57	0.169	57	0.295	40	0.129	0.153	N	0.5	SignalP-TM	N
Beaba1|7352	0.12	21	0.125	21	0.157	14	0.128	0.127	N	0.45	SignalP-noTM	N
Beaba1|7353	0.109	64	0.105	70	0.113	1	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|7354	0.164	46	0.134	65	0.182	63	0.104	0.122	N	0.5	SignalP-TM	N
Beaba1|7355	0.109	16	0.128	11	0.211	8	0.168	0.149	N	0.45	SignalP-noTM	N
Beaba1|7356	0.233	27	0.182	27	0.3	4	0.156	0.168	N	0.45	SignalP-noTM	N
Beaba1|7357	0.121	8	0.104	38	0.11	26	0.098	0.1	N	0.45	SignalP-noTM	N
Beaba1|7358	0.24	16	0.42	16	0.784	1	0.71	0.576	Y	0.45	SignalP-noTM	Y
Beaba1|7359	0.111	52	0.107	27	0.131	12	0.105	0.106	N	0.45	SignalP-noTM	N
Beaba1|736	0.609	16	0.751	16	0.951	2	0.918	0.841	Y	0.45	SignalP-noTM	Y
Beaba1|7360	0.121	20	0.138	46	0.26	40	0.144	0.14	N	0.5	SignalP-TM	N
Beaba1|7361	0.168	34	0.256	34	0.47	23	0.337	0.289	N	0.5	SignalP-TM	N
Beaba1|7362	0.128	38	0.226	16	0.488	4	0.419	0.303	N	0.5	SignalP-TM	N
Beaba1|7363	0.109	47	0.106	37	0.122	22	0.103	0.104	N	0.45	SignalP-noTM	N
Beaba1|7364	0.107	44	0.109	48	0.141	45	0.097	0.104	N	0.5	SignalP-TM	N
Beaba1|7365	0.148	43	0.149	27	0.525	25	0.149	0.149	N	0.45	SignalP-noTM	N
Beaba1|7366	0.108	47	0.106	60	0.119	44	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|7367	0.139	38	0.117	38	0.111	43	0.097	0.106	N	0.45	SignalP-noTM	N
Beaba1|7368	0.114	30	0.112	12	0.157	3	0.127	0.12	N	0.45	SignalP-noTM	N
Beaba1|7369	0.772	20	0.766	20	0.885	4	0.757	0.761	Y	0.45	SignalP-noTM	N
Beaba1|737	0.115	23	0.123	23	0.164	21	0.13	0.127	N	0.45	SignalP-noTM	N
Beaba1|7370	0.333	27	0.504	27	0.899	12	0.765	0.645	Y	0.45	SignalP-noTM	N
Beaba1|7371	0.108	26	0.111	26	0.155	5	0.113	0.112	N	0.45	SignalP-noTM	N
Beaba1|7372	0.109	39	0.103	39	0.107	26	0.092	0.097	N	0.45	SignalP-noTM	N
Beaba1|7373	0.476	17	0.632	17	0.891	14	0.839	0.744	Y	0.45	SignalP-noTM	Y
Beaba1|7374	0.121	24	0.117	24	0.153	21	0.113	0.115	N	0.45	SignalP-noTM	N
Beaba1|7375	0.131	41	0.119	41	0.186	11	0.111	0.115	N	0.45	SignalP-noTM	N
Beaba1|7376	0.15	23	0.221	23	0.485	6	0.325	0.277	N	0.45	SignalP-noTM	N
Beaba1|7377	0.747	25	0.784	25	0.932	6	0.827	0.808	Y	0.45	SignalP-noTM	Y
Beaba1|7378	0.116	21	0.12	21	0.159	12	0.125	0.122	N	0.45	SignalP-noTM	N
Beaba1|7379	0.171	54	0.148	54	0.31	46	0.128	0.137	N	0.45	SignalP-noTM	N
Beaba1|738	0.12	32	0.167	11	0.308	1	0.221	0.196	N	0.45	SignalP-noTM	N
Beaba1|7380	0.11	52	0.103	45	0.109	24	0.096	0.099	N	0.45	SignalP-noTM	N
Beaba1|7381	0.11	70	0.105	70	0.112	50	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|7382	0.11	65	0.109	12	0.124	39	0.113	0.111	N	0.45	SignalP-noTM	N
Beaba1|7383	0.119	34	0.11	67	0.125	45	0.098	0.104	N	0.45	SignalP-noTM	N
Beaba1|7384	0.11	22	0.108	22	0.117	7	0.107	0.108	N	0.45	SignalP-noTM	N
Beaba1|7385	0.199	19	0.148	19	0.133	2	0.106	0.125	N	0.45	SignalP-noTM	N
Beaba1|7386	0.24	22	0.468	22	0.959	12	0.911	0.707	Y	0.45	SignalP-noTM	Y
Beaba1|7387	0.124	22	0.121	22	0.141	21	0.118	0.12	N	0.45	SignalP-noTM	N
Beaba1|7388	0.469	20	0.557	20	0.77	16	0.644	0.604	Y	0.45	SignalP-noTM	N
Beaba1|7389	0.14	23	0.15	11	0.288	2	0.198	0.169	N	0.5	SignalP-TM	N
Beaba1|739	0.108	60	0.107	12	0.13	4	0.105	0.106	N	0.45	SignalP-noTM	N
Beaba1|7390	0.115	29	0.191	12	0.478	4	0.299	0.249	N	0.45	SignalP-noTM	N
Beaba1|7391	0.12	43	0.118	25	0.193	12	0.131	0.125	N	0.45	SignalP-noTM	N
Beaba1|7392	0.113	70	0.108	70	0.112	2	0.098	0.103	N	0.45	SignalP-noTM	N
Beaba1|7393	0.109	42	0.106	54	0.114	37	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|7394	0.111	70	0.144	16	0.282	14	0.204	0.176	N	0.45	SignalP-noTM	N
Beaba1|7395	0.109	5	0.101	30	0.106	8	0.093	0.096	N	0.45	SignalP-noTM	N
Beaba1|7396	0.129	29	0.145	12	0.264	3	0.186	0.167	N	0.45	SignalP-noTM	N
Beaba1|7397	0.111	49	0.108	11	0.122	2	0.107	0.107	N	0.45	SignalP-noTM	N
Beaba1|7398	0.13	70	0.119	70	0.134	50	0.103	0.11	N	0.45	SignalP-noTM	N
Beaba1|7399	0.196	37	0.151	37	0.156	9	0.124	0.136	N	0.45	SignalP-noTM	N
Beaba1|74	0.393	30	0.201	30	0.131	29	0.103	0.148	N	0.45	SignalP-noTM	N
Beaba1|740	0.113	65	0.107	65	0.119	12	0.101	0.103	N	0.45	SignalP-noTM	N
Beaba1|7400	0.172	21	0.164	21	0.186	40	0.156	0.16	N	0.45	SignalP-noTM	N
Beaba1|7401	0.115	32	0.173	11	0.335	1	0.234	0.206	N	0.45	SignalP-noTM	N
Beaba1|7402	0.119	22	0.134	22	0.251	5	0.151	0.143	N	0.45	SignalP-noTM	N
Beaba1|7403	0.121	20	0.117	20	0.194	19	0.112	0.114	N	0.45	SignalP-noTM	N
Beaba1|7404	0.117	62	0.115	62	0.155	57	0.099	0.108	N	0.5	SignalP-TM	N
Beaba1|7405	0.124	60	0.119	60	0.149	38	0.107	0.112	N	0.45	SignalP-noTM	N
Beaba1|7406	0.117	7	0.109	62	0.143	45	0.102	0.105	N	0.45	SignalP-noTM	N
