"start","end","attributes_robin","attributes_ncbi"
7249,9339,"Ophcf2|00001","GQ602_000001"
2280279,2281304,"Ophcf2|06402","GQ602_006402"
2281769,2282918,"Ophcf2|06403","GQ602_006403"
2283410,2284349,"Ophcf2|06404","GQ602_006404"
2285173,2286126,"Ophcf2|06405","GQ602_006405"
2286782,2288295,"Ophcf2|06406","GQ602_006406"
2288633,2290455,"Ophcf2|06407","GQ602_006407"
2290784,2291618,"Ophcf2|06408","GQ602_006408"
2292348,2293517,"Ophcf2|06409","GQ602_006409"
2294546,2296383,"Ophcf2|06410","GQ602_006410"
2296867,2297662,"Ophcf2|06411","GQ602_006411"
2297731,2298684,"Ophcf2|06412","GQ602_006412"
2299257,2300669,"Ophcf2|06413","GQ602_006413"
2302118,2302960,"Ophcf2|06414","GQ602_006414"
2304750,2305358,"Ophcf2|06415","GQ602_006415"
2307003,2307625,"Ophcf2|06416","GQ602_006416"
2310819,2317328,"Ophcf2|06417","GQ602_006417"
2318216,2318570,"Ophcf2|06418","GQ602_006418"
2319375,2320481,"Ophcf2|06419","GQ602_006419"
2323367,2324903,"Ophcf2|06420","GQ602_006420"
2325272,2326562,"Ophcf2|06421","GQ602_006421"
2329922,2334938,"Ophcf2|06422","GQ602_006422"
2336831,2340907,"Ophcf2|06423","GQ602_006423"
2341960,2342352,"Ophcf2|06424","GQ602_006424"
2342511,2345446,"Ophcf2|06425","GQ602_006425"
2346295,2347263,"Ophcf2|06426","GQ602_006426"
2369213,2370121,"Ophcf2|06427","GQ602_006427"
2407843,2408382,"Ophcf2|06428","GQ602_006428"
2409110,2410408,"Ophcf2|06429","GQ602_006429"
2411685,2412494,"Ophcf2|06430","GQ602_006430"
2412723,2416516,"Ophcf2|06431","GQ602_006431"
2416803,2417714,"Ophcf2|06432","GQ602_006432"
2417843,2419814,"Ophcf2|06433","GQ602_006433"
2420357,2422240,"Ophcf2|06434","GQ602_006434"
2423111,2427331,"Ophcf2|06435","GQ602_006435"
2427511,2428518,"Ophcf2|06436","GQ602_006436"
2429110,2429603,"Ophcf2|06437","GQ602_006437"
2432647,2435218,"Ophcf2|06438","GQ602_006438"
2435583,2436622,"Ophcf2|06439","GQ602_006439"
2436914,2438314,"Ophcf2|06440","GQ602_006440"
2438574,2439262,"Ophcf2|06441","GQ602_006441"
2439755,2440756,"Ophcf2|06442","GQ602_006442"
2441385,2442986,"Ophcf2|06443","GQ602_006443"
2443499,2444107,"Ophcf2|06444","GQ602_006444"
2445099,2446894,"Ophcf2|06445","GQ602_006445"
2447743,2449225,"Ophcf2|06446","GQ602_006446"
2450719,2452000,"Ophcf2|06447","GQ602_006447"
824,1357,"Ophcf2|06448","GQ602_006448"
1535,2461,"Ophcf2|06449","GQ602_006449"
2919,3970,"Ophcf2|06450","GQ602_006450"
5101,6227,"Ophcf2|06451","GQ602_006451"
6796,10681,"Ophcf2|06452","GQ602_006452"
11023,11274,"Ophcf2|06453","GQ602_006453"
11292,12931,"Ophcf2|06454","GQ602_006454"
13404,14071,"Ophcf2|06455","GQ602_006455"
14391,14858,"Ophcf2|06456","GQ602_006456"
17867,21753,"Ophcf2|06457","GQ602_006457"
22070,24364,"Ophcf2|06458","GQ602_006458"
24574,25850,"Ophcf2|06459","GQ602_006459"
26328,31682,"Ophcf2|06460","GQ602_006460"
31712,32807,"Ophcf2|06461","GQ602_006461"
33919,34731,"Ophcf2|06462","GQ602_006462"
149537,150706,"Ophcf2|06463","GQ602_006463"
150880,151638,"Ophcf2|06464","GQ602_006464"
152775,154967,"Ophcf2|06465","GQ602_006465"
158568,159485,"Ophcf2|06466","GQ602_006466"
160856,164263,"Ophcf2|06467","GQ602_006467"
164657,166995,"Ophcf2|06468","GQ602_006468"
167336,169108,"Ophcf2|06469","GQ602_006469"
169370,172203,"Ophcf2|06470","GQ602_006470"
172573,175045,"Ophcf2|06471","GQ602_006471"
175650,186301,"Ophcf2|06472","GQ602_006472"
187844,189925,"Ophcf2|06473","GQ602_006473"
190399,191855,"Ophcf2|06474","GQ602_006474"
193137,194755,"Ophcf2|06475","GQ602_006475"
195823,200317,"Ophcf2|06476","GQ602_006476"
200850,203254,"Ophcf2|06477","GQ602_006477"
203820,205306,"Ophcf2|06478","GQ602_006478"
206754,210125,"Ophcf2|06479","GQ602_006479"
211375,215039,"Ophcf2|06480","GQ602_006480"
218414,221445,"Ophcf2|06481","GQ602_006481"
223931,225998,"Ophcf2|06482","GQ602_006482"
226685,228976,"Ophcf2|06483","GQ602_006483"
229403,230221,"Ophcf2|06484","GQ602_006484"
230511,231813,"Ophcf2|06485","GQ602_006485"
232324,233237,"Ophcf2|06486","GQ602_006486"
233770,234447,"Ophcf2|06487","GQ602_006487"
234839,235213,"Ophcf2|06488","GQ602_006488"
235514,238494,"Ophcf2|06489","GQ602_006489"
239432,240764,"Ophcf2|06490","GQ602_006490"
241970,243141,"Ophcf2|06491","GQ602_006491"
247172,248418,"Ophcf2|06492","GQ602_006492"
249896,251908,"Ophcf2|06493","GQ602_006493"
254382,258102,"Ophcf2|06494","GQ602_006494"
258820,262659,"Ophcf2|06495","GQ602_006495"
262998,263977,"Ophcf2|06496","GQ602_006496"
264314,265313,"Ophcf2|06497","GQ602_006497"
265723,266272,"Ophcf2|06498","GQ602_006498"
266884,269029,"Ophcf2|06499","GQ602_006499"
273476,275743,"Ophcf2|06500","GQ602_006500"
276329,277568,"Ophcf2|06501","GQ602_006501"
278640,279880,"Ophcf2|06502","GQ602_006502"
282078,283589,"Ophcf2|06503","GQ602_006503"
283931,286378,"Ophcf2|06504","GQ602_006504"
287833,289645,"Ophcf2|06505","GQ602_006505"
290355,292761,"Ophcf2|06506","GQ602_006506"
293516,295051,"Ophcf2|06507","GQ602_006507"
296296,297738,"Ophcf2|06508","GQ602_006508"
298365,298931,"Ophcf2|06509","GQ602_006509"
299032,300780,"Ophcf2|06510","GQ602_006510"
301315,303069,"Ophcf2|06511","GQ602_006511"
304940,306862,"Ophcf2|06512","GQ602_006512"
307298,309298,"Ophcf2|06513","GQ602_006513"
312020,316489,"Ophcf2|06514","GQ602_006514"
317417,321620,"Ophcf2|06515","GQ602_006515"
323023,323968,"Ophcf2|06516","GQ602_006516"
324392,327001,"Ophcf2|06517","GQ602_006517"
327494,329353,"Ophcf2|06518","GQ602_006518"
329981,331457,"Ophcf2|06519","GQ602_006519"
332221,333534,"Ophcf2|06520","GQ602_006520"
335782,337689,"Ophcf2|06521","GQ602_006521"
337845,338818,"Ophcf2|06522","GQ602_006522"
339090,340009,"Ophcf2|06523","GQ602_006523"
344038,347719,"Ophcf2|06524","GQ602_006524"
348555,350486,"Ophcf2|06525","GQ602_006525"
350997,352496,"Ophcf2|06526","GQ602_006526"
352707,353087,"Ophcf2|06527","GQ602_006527"
353791,355352,"Ophcf2|06528","GQ602_006528"
355867,357365,"Ophcf2|06529","GQ602_006529"
357747,358741,"Ophcf2|06530","GQ602_006530"
361028,362922,"Ophcf2|06531","GQ602_006531"
363988,365139,"Ophcf2|06532","GQ602_006532"
365493,369286,"Ophcf2|06533","GQ602_006533"
371953,377773,"Ophcf2|06534","GQ602_006534"
378330,380023,"Ophcf2|06535","GQ602_006535"
380715,382579,"Ophcf2|06536","GQ602_006536"
382620,384007,"Ophcf2|06537","GQ602_006537"
384366,385962,"Ophcf2|06538","GQ602_006538"
386537,387954,"Ophcf2|06539","GQ602_006539"
388243,388692,"Ophcf2|06540","GQ602_006540"
388956,390072,"Ophcf2|06541","GQ602_006541"
390448,391476,"Ophcf2|06542","GQ602_006542"
391506,392044,"Ophcf2|06543","GQ602_006543"
392801,397046,"Ophcf2|06544","GQ602_006544"
398143,398968,"Ophcf2|06545","GQ602_006545"
401286,403062,"Ophcf2|06546","GQ602_006546"
403642,404394,"Ophcf2|06547","GQ602_006547"
404486,405429,"Ophcf2|06548","GQ602_006548"
405800,406691,"Ophcf2|06549","GQ602_006549"
407742,409731,"Ophcf2|06550","GQ602_006550"
411482,413029,"Ophcf2|06551","GQ602_006551"
413181,414600,"Ophcf2|06552","GQ602_006552"
415020,416903,"Ophcf2|06553","GQ602_006553"
418130,420441,"Ophcf2|06554","GQ602_006554"
420872,423083,"Ophcf2|06555","GQ602_006555"
423567,424239,"Ophcf2|06556","GQ602_006556"
424899,425654,"Ophcf2|06557","GQ602_006557"
428151,431147,"Ophcf2|06558","GQ602_006558"
431958,432617,"Ophcf2|06559","GQ602_006559"
432715,433689,"Ophcf2|06560","GQ602_006560"
433967,434898,"Ophcf2|06561","GQ602_006561"
435703,436635,"Ophcf2|06562","GQ602_006562"
438561,439660,"Ophcf2|06563","GQ602_006563"
440537,443671,"Ophcf2|06564","GQ602_006564"
446766,459174,"Ophcf2|06565","GQ602_006565"
460012,461191,"Ophcf2|06566","GQ602_006566"
461494,461916,"Ophcf2|06567","GQ602_006567"
462180,463613,"Ophcf2|06568","GQ602_006568"
463949,465178,"Ophcf2|06569","GQ602_006569"
466219,468100,"Ophcf2|06570","GQ602_006570"
469547,472002,"Ophcf2|06571","GQ602_006571"
472500,473626,"Ophcf2|06572","GQ602_006572"
474084,475872,"Ophcf2|06573","GQ602_006573"
476648,477494,"Ophcf2|06574","GQ602_006574"
477933,479307,"Ophcf2|06575","GQ602_006575"
480974,481645,"Ophcf2|06576","GQ602_006576"
483276,486248,"Ophcf2|06577","GQ602_006577"
486298,487924,"Ophcf2|06578","GQ602_006578"
493968,495508,"Ophcf2|06579","GQ602_006579"
496007,498089,"Ophcf2|06580","GQ602_006580"
498526,499802,"Ophcf2|06581","GQ602_006581"
500530,506477,"Ophcf2|06582","GQ602_006582"
506922,507277,"Ophcf2|06583","GQ602_006583"
507447,509030,"Ophcf2|06584","GQ602_006584"
509607,509876,"Ophcf2|06585","GQ602_006585"
510990,511932,"Ophcf2|06586","GQ602_006586"
512388,516674,"Ophcf2|06587","GQ602_006587"
517691,518682,"Ophcf2|06588","GQ602_006588"
518985,519970,"Ophcf2|06589","GQ602_006589"
522980,529398,"Ophcf2|06590","GQ602_006590"
530789,533297,"Ophcf2|06591","GQ602_006591"
533721,534546,"Ophcf2|06592","GQ602_006592"
535493,535999,"Ophcf2|06593","GQ602_006593"
538148,541784,"Ophcf2|06594","GQ602_006594"
541939,543324,"Ophcf2|06595","GQ602_006595"
543522,546147,"Ophcf2|06596","GQ602_006596"
546917,550645,"Ophcf2|06597","GQ602_006597"
552831,554425,"Ophcf2|06598","GQ602_006598"
555702,557666,"Ophcf2|06599","GQ602_006599"
558127,558953,"Ophcf2|06600","GQ602_006600"
559280,561958,"Ophcf2|06601","GQ602_006601"
562590,565055,"Ophcf2|06602","GQ602_006602"
565831,566820,"Ophcf2|06603","GQ602_006603"
567209,570066,"Ophcf2|06604","GQ602_006604"
570623,571744,"Ophcf2|06605","GQ602_006605"
572216,574968,"Ophcf2|06606","GQ602_006606"
576128,578367,"Ophcf2|06607","GQ602_006607"
579852,581557,"Ophcf2|06608","GQ602_006608"
582456,583460,"Ophcf2|06609","GQ602_006609"
583752,584662,"Ophcf2|06610","GQ602_006610"
584839,587966,"Ophcf2|06611","GQ602_006611"
588633,589729,"Ophcf2|06612","GQ602_006612"
589978,590715,"Ophcf2|06613","GQ602_006613"
594845,596193,"Ophcf2|06614","GQ602_006614"
597802,598863,"Ophcf2|06615","GQ602_006615"
599414,601332,"Ophcf2|06616","GQ602_006616"
601835,605043,"Ophcf2|06617","GQ602_006617"
605386,611124,"Ophcf2|06618","GQ602_006618"
612506,614702,"Ophcf2|06619","GQ602_006619"
615965,616259,"Ophcf2|06620","GQ602_006620"
616747,618889,"Ophcf2|06621","GQ602_006621"
619369,621620,"Ophcf2|06622","GQ602_006622"
624236,624683,"Ophcf2|06623","GQ602_006623"
625957,631658,"Ophcf2|06624","GQ602_006624"
631896,633120,"Ophcf2|06625","GQ602_006625"
635430,636760,"Ophcf2|06626","GQ602_006626"
637211,641052,"Ophcf2|06627","GQ602_006627"
641367,643072,"Ophcf2|06628","GQ602_006628"
645817,646753,"Ophcf2|06629","GQ602_006629"
650989,652595,"Ophcf2|06630","GQ602_006630"
654088,654849,"Ophcf2|06631","GQ602_006631"
656372,657651,"Ophcf2|06632","GQ602_006632"
657982,658995,"Ophcf2|06633","GQ602_006633"
659006,660178,"Ophcf2|06634","GQ602_006634"
660442,667689,"Ophcf2|06635","GQ602_006635"
667948,668401,"Ophcf2|06636","GQ602_006636"
668941,669874,"Ophcf2|06637","GQ602_006637"
671112,671737,"Ophcf2|06638","GQ602_006638"
672627,674469,"Ophcf2|06639","GQ602_006639"
679266,680226,"Ophcf2|06640","GQ602_006640"
680530,684040,"Ophcf2|06641","GQ602_006641"
685547,687079,"Ophcf2|06642","GQ602_006642"
688013,688742,"Ophcf2|06643","GQ602_006643"
688789,689149,"Ophcf2|06644","GQ602_006644"
689774,692488,"Ophcf2|06645","GQ602_006645"
692815,693879,"Ophcf2|06646","GQ602_006646"
694332,697238,"Ophcf2|06647","GQ602_006647"
697366,698778,"Ophcf2|06648","GQ602_006648"
699212,699938,"Ophcf2|06649","GQ602_006649"
700469,703744,"Ophcf2|06650","GQ602_006650"
704015,704894,"Ophcf2|06651","GQ602_006651"
705267,706442,"Ophcf2|06652","GQ602_006652"
713411,715886,"Ophcf2|06653","GQ602_006653"
717352,719888,"Ophcf2|06654","GQ602_006654"
720716,721425,"Ophcf2|06655","GQ602_006655"
722182,724575,"Ophcf2|06656","GQ602_006656"
727583,728781,"Ophcf2|06657","GQ602_006657"
734970,737957,"Ophcf2|06658","GQ602_006658"
738672,740083,"Ophcf2|06659","GQ602_006659"
740772,741312,"Ophcf2|06660","GQ602_006660"
741614,743423,"Ophcf2|06661","GQ602_006661"
744011,745180,"Ophcf2|06662","GQ602_006662"
745815,747593,"Ophcf2|06663","GQ602_006663"
748842,750953,"Ophcf2|06664","GQ602_006664"
751587,755074,"Ophcf2|06665","GQ602_006665"
757772,758752,"Ophcf2|06666","GQ602_006666"
759491,761533,"Ophcf2|06667","GQ602_006667"
762214,763223,"Ophcf2|06668","GQ602_006668"
763763,764928,"Ophcf2|06669","GQ602_006669"
766236,768948,"Ophcf2|06670","GQ602_006670"
769490,771595,"Ophcf2|06671","GQ602_006671"
772449,774663,"Ophcf2|06672","GQ602_006672"
774924,777453,"Ophcf2|06673","GQ602_006673"
778050,779095,"Ophcf2|06674","GQ602_006674"
779889,780479,"Ophcf2|06675","GQ602_006675"
780766,781334,"Ophcf2|06676","GQ602_006676"
781843,784376,"Ophcf2|06677","GQ602_006677"
784565,785343,"Ophcf2|06678","GQ602_006678"
785676,789494,"Ophcf2|06679","GQ602_006679"
789849,790362,"Ophcf2|06680","GQ602_006680"
790590,791047,"Ophcf2|06681","GQ602_006681"
791338,791886,"Ophcf2|06682","GQ602_006682"
792212,793060,"Ophcf2|06683","GQ602_006683"
793500,794110,"Ophcf2|06684","GQ602_006684"
795224,796775,"Ophcf2|06685","GQ602_006685"
798321,801945,"Ophcf2|06686","GQ602_006686"
802657,803668,"Ophcf2|06687","GQ602_006687"
803975,809986,"Ophcf2|06688","GQ602_006688"
810600,812315,"Ophcf2|06689","GQ602_006689"
813367,814897,"Ophcf2|06690","GQ602_006690"
815879,818176,"Ophcf2|06691","GQ602_006691"
820030,822356,"Ophcf2|06692","GQ602_006692"
823152,826977,"Ophcf2|06693","GQ602_006693"
827179,828421,"Ophcf2|06694","GQ602_006694"
829793,831265,"Ophcf2|06695","GQ602_006695"
831748,832861,"Ophcf2|06696","GQ602_006696"
833029,835238,"Ophcf2|06697","GQ602_006697"
836369,837058,"Ophcf2|06698","GQ602_006698"
837709,838116,"Ophcf2|06699","GQ602_006699"
839257,839851,"Ophcf2|06700","GQ602_006700"
840842,842026,"Ophcf2|06701","GQ602_006701"
842716,844588,"Ophcf2|06702","GQ602_006702"
844945,846115,"Ophcf2|06703","GQ602_006703"
846415,847100,"Ophcf2|06704","GQ602_006704"
847408,849474,"Ophcf2|06705","GQ602_006705"
850202,853198,"Ophcf2|06706","GQ602_006706"
855310,856406,"Ophcf2|06707","GQ602_006707"
856555,857622,"Ophcf2|06708","GQ602_006708"
858081,860027,"Ophcf2|06709","GQ602_006709"
860499,863003,"Ophcf2|06710","GQ602_006710"
863205,863958,"Ophcf2|06711","GQ602_006711"
864520,866038,"Ophcf2|06712","GQ602_006712"
866384,867316,"Ophcf2|06713","GQ602_006713"
868141,868825,"Ophcf2|06714","GQ602_006714"
869442,869858,"Ophcf2|06715","GQ602_006715"
870251,871800,"Ophcf2|06716","GQ602_006716"
873385,874480,"Ophcf2|06717","GQ602_006717"
874637,875379,"Ophcf2|06718","GQ602_006718"
876339,878280,"Ophcf2|06719","GQ602_006719"
878374,879961,"Ophcf2|06720","GQ602_006720"
880471,882724,"Ophcf2|06721","GQ602_006721"
884241,886499,"Ophcf2|06722","GQ602_006722"
886726,887172,"Ophcf2|06723","GQ602_006723"
887733,888681,"Ophcf2|06724","GQ602_006724"
888820,889940,"Ophcf2|06725","GQ602_006725"
890297,891858,"Ophcf2|06726","GQ602_006726"
893249,893820,"Ophcf2|06727","GQ602_006727"
895486,896118,"Ophcf2|06728","GQ602_006728"
896589,897517,"Ophcf2|06729","GQ602_006729"
898724,899637,"Ophcf2|06730","GQ602_006730"
900993,903906,"Ophcf2|06731","GQ602_006731"
906632,907904,"Ophcf2|06732","GQ602_006732"
908166,911217,"Ophcf2|06733","GQ602_006733"
913095,914990,"Ophcf2|06734","GQ602_006734"
916623,917828,"Ophcf2|06735","GQ602_006735"
918681,920824,"Ophcf2|06736","GQ602_006736"
921155,922024,"Ophcf2|06737","GQ602_006737"
922170,923150,"Ophcf2|06738","GQ602_006738"
923450,925255,"Ophcf2|06739","GQ602_006739"
925570,927454,"Ophcf2|06740","GQ602_006740"
928269,929981,"Ophcf2|06741","GQ602_006741"
930127,932353,"Ophcf2|06742","GQ602_006742"
933268,933907,"Ophcf2|06743","GQ602_006743"
935097,935845,"Ophcf2|06744","GQ602_006744"
936229,937404,"Ophcf2|06745","GQ602_006745"
937780,939645,"Ophcf2|06746","GQ602_006746"
940657,942336,"Ophcf2|06747","GQ602_006747"
942428,943671,"Ophcf2|06748","GQ602_006748"
943988,944309,"Ophcf2|06749","GQ602_006749"
965491,966528,"Ophcf2|06750","GQ602_006750"
966834,968228,"Ophcf2|06751","GQ602_006751"
969169,971760,"Ophcf2|06752","GQ602_006752"
974997,975450,"Ophcf2|06753","GQ602_006753"
975674,977789,"Ophcf2|06754","GQ602_006754"
979669,981638,"Ophcf2|06755","GQ602_006755"
982040,982584,"Ophcf2|06756","GQ602_006756"
983161,984667,"Ophcf2|06757","GQ602_006757"
985345,985927,"Ophcf2|06758","GQ602_006758"
986324,988053,"Ophcf2|06759","GQ602_006759"
988408,993196,"Ophcf2|06760","GQ602_006760"
993362,995938,"Ophcf2|06761","GQ602_006761"
997851,999327,"Ophcf2|06762","GQ602_006762"
999379,1000161,"Ophcf2|06763","GQ602_006763"
1000773,1002712,"Ophcf2|06764","GQ602_006764"
1003493,1004652,"Ophcf2|06765","GQ602_006765"
1006344,1007822,"Ophcf2|06766","GQ602_006766"
1008144,1009698,"Ophcf2|06767","GQ602_006767"
1009988,1012916,"Ophcf2|06768","GQ602_006768"
1016518,1017549,"Ophcf2|06769","GQ602_006769"
1018748,1020701,"Ophcf2|06770","GQ602_006770"
1021709,1022736,"Ophcf2|06771","GQ602_006771"
1023599,1027253,"Ophcf2|06772","GQ602_006772"
1027277,1027672,"Ophcf2|06773","GQ602_006773"
1028252,1033156,"Ophcf2|06774","GQ602_006774"
1034491,1035439,"Ophcf2|06775","GQ602_006775"
1036205,1037423,"Ophcf2|06776","GQ602_006776"
1037894,1041353,"Ophcf2|06777","GQ602_006777"
1041643,1043641,"Ophcf2|06778","GQ602_006778"
1044415,1045634,"Ophcf2|06779","GQ602_006779"
1046324,1046992,"Ophcf2|06780","GQ602_006780"
1047836,1048744,"Ophcf2|06781","GQ602_006781"
1054410,1056595,"Ophcf2|06782","GQ602_006782"
1057742,1058329,"Ophcf2|06783","GQ602_006783"
1058641,1060058,"Ophcf2|06784","GQ602_006784"
1060420,1061523,"Ophcf2|06785","GQ602_006785"
1063118,1063776,"Ophcf2|06786","GQ602_006786"
1064140,1065043,"Ophcf2|06787","GQ602_006787"
1065705,1067427,"Ophcf2|06788","GQ602_006788"
1068542,1070015,"Ophcf2|06789","GQ602_006789"
1070450,1071483,"Ophcf2|06790","GQ602_006790"
1072145,1072954,"Ophcf2|06791","GQ602_006791"
1078366,1080860,"Ophcf2|06792","GQ602_006792"
1081497,1082743,"Ophcf2|06793","GQ602_006793"
1083432,1086285,"Ophcf2|06794","GQ602_006794"
1088505,1089635,"Ophcf2|06795","GQ602_006795"
1090070,1090396,"Ophcf2|06796","GQ602_006796"
1090815,1092917,"Ophcf2|06797","GQ602_006797"
1093646,1094442,"Ophcf2|06798","GQ602_006798"
1095025,1100159,"Ophcf2|06799","GQ602_006799"
1100667,1102504,"Ophcf2|06800","GQ602_006800"
1103283,1103747,"Ophcf2|06801","GQ602_006801"
1103995,1105250,"Ophcf2|06802","GQ602_006802"
1105502,1106946,"Ophcf2|06803","GQ602_006803"
1107216,1107620,"Ophcf2|06804","GQ602_006804"
1109426,1109782,"Ophcf2|06805","GQ602_006805"
1110236,1111595,"Ophcf2|06806","GQ602_006806"
1111973,1113472,"Ophcf2|06807","GQ602_006807"
1114568,1116316,"Ophcf2|06808","GQ602_006808"
1116917,1117915,"Ophcf2|06809","GQ602_006809"
1118560,1119748,"Ophcf2|06810","GQ602_006810"
1120007,1121774,"Ophcf2|06811","GQ602_006811"
1123300,1124234,"Ophcf2|06812","GQ602_006812"
1125662,1126461,"Ophcf2|06813","GQ602_006813"
1126768,1127386,"Ophcf2|06814","GQ602_006814"
1128513,1129955,"Ophcf2|06815","GQ602_006815"
1131896,1133358,"Ophcf2|06816","GQ602_006816"
1134197,1135684,"Ophcf2|06817","GQ602_006817"
1135990,1136789,"Ophcf2|06818","GQ602_006818"
1137210,1139093,"Ophcf2|06819","GQ602_006819"
1139407,1139895,"Ophcf2|06820","GQ602_006820"
1140029,1140712,"Ophcf2|06821","GQ602_006821"
1141413,1142722,"Ophcf2|06822","GQ602_006822"
1143016,1143717,"Ophcf2|06823","GQ602_006823"
1145841,1147505,"Ophcf2|06824","GQ602_006824"
1148469,1151140,"Ophcf2|06825","GQ602_006825"
1152823,1154162,"Ophcf2|06826","GQ602_006826"
1154746,1155237,"Ophcf2|06827","GQ602_006827"
1155811,1158602,"Ophcf2|06828","GQ602_006828"
1161305,1162754,"Ophcf2|06829","GQ602_006829"
1163051,1165007,"Ophcf2|06830","GQ602_006830"
1166077,1167163,"Ophcf2|06831","GQ602_006831"
1167455,1169148,"Ophcf2|06832","GQ602_006832"
1169658,1171897,"Ophcf2|06833","GQ602_006833"
1172703,1174318,"Ophcf2|06834","GQ602_006834"
1176177,1177476,"Ophcf2|06835","GQ602_006835"
1178541,1180632,"Ophcf2|06836","GQ602_006836"
1183613,1184377,"Ophcf2|06837","GQ602_006837"
1184982,1186609,"Ophcf2|06838","GQ602_006838"
1187332,1193786,"Ophcf2|06839","GQ602_006839"
1195776,1196809,"Ophcf2|06840","GQ602_006840"
1198232,1200229,"Ophcf2|06841","GQ602_006841"
1200886,1201695,"Ophcf2|06842","GQ602_006842"
1204135,1204701,"Ophcf2|06843","GQ602_006843"
1205567,1206286,"Ophcf2|06844","GQ602_006844"
1207099,1207712,"Ophcf2|06845","GQ602_006845"
1207739,1210241,"Ophcf2|06846","GQ602_006846"
1210519,1211173,"Ophcf2|06847","GQ602_006847"
1211518,1212693,"Ophcf2|06848","GQ602_006848"
1213612,1217412,"Ophcf2|06849","GQ602_006849"
1219185,1220198,"Ophcf2|06850","GQ602_006850"
1221212,1221829,"Ophcf2|06851","GQ602_006851"
1221999,1223274,"Ophcf2|06852","GQ602_006852"
1224657,1227571,"Ophcf2|06853","GQ602_006853"
1230174,1231059,"Ophcf2|06854","GQ602_006854"
1233744,1237157,"Ophcf2|06855","GQ602_006855"
1238499,1240200,"Ophcf2|06856","GQ602_006856"
1240970,1242312,"Ophcf2|06857","GQ602_006857"
1243209,1244174,"Ophcf2|06858","GQ602_006858"
1244817,1247092,"Ophcf2|06859","GQ602_006859"
1248478,1252669,"Ophcf2|06860","GQ602_006860"
1253187,1254253,"Ophcf2|06861","GQ602_006861"
1254750,1257209,"Ophcf2|06862","GQ602_006862"
1260830,1262628,"Ophcf2|06863","GQ602_006863"
1263413,1264749,"Ophcf2|06864","GQ602_006864"
1265660,1268131,"Ophcf2|06865","GQ602_006865"
1269088,1269574,"Ophcf2|06866","GQ602_006866"
1269966,1271539,"Ophcf2|06867","GQ602_006867"
1271977,1272491,"Ophcf2|06868","GQ602_006868"
1272938,1274023,"Ophcf2|06869","GQ602_006869"
1275003,1276140,"Ophcf2|06870","GQ602_006870"
1276759,1277896,"Ophcf2|06871","GQ602_006871"
1278614,1280380,"Ophcf2|06872","GQ602_006872"
1283018,1284366,"Ophcf2|06873","GQ602_006873"
1284927,1287986,"Ophcf2|06874","GQ602_006874"
1288622,1291325,"Ophcf2|06875","GQ602_006875"
1291380,1296060,"Ophcf2|06876","GQ602_006876"
1297067,1298755,"Ophcf2|06877","GQ602_006877"
1302076,1302632,"Ophcf2|06878","GQ602_006878"
1305529,1307815,"Ophcf2|06879","GQ602_006879"
1308179,1309434,"Ophcf2|06880","GQ602_006880"
1310988,1312525,"Ophcf2|06881","GQ602_006881"
1314918,1316177,"Ophcf2|06882","GQ602_006882"
1316772,1317158,"Ophcf2|06883","GQ602_006883"
1318241,1319670,"Ophcf2|06884","GQ602_006884"
1322124,1323214,"Ophcf2|06885","GQ602_006885"
1324675,1327777,"Ophcf2|06886","GQ602_006886"
1328383,1329795,"Ophcf2|06887","GQ602_006887"
1330384,1332912,"Ophcf2|06888","GQ602_006888"
1333077,1333503,"Ophcf2|06889","GQ602_006889"
1334068,1335185,"Ophcf2|06890","GQ602_006890"
1336316,1337935,"Ophcf2|06891","GQ602_006891"
1340185,1341299,"Ophcf2|06892","GQ602_006892"
1341962,1344488,"Ophcf2|06893","GQ602_006893"
1345411,1347918,"Ophcf2|06894","GQ602_006894"
1348563,1348880,"Ophcf2|06895","GQ602_006895"
1349235,1349819,"Ophcf2|06896","GQ602_006896"
1350082,1351216,"Ophcf2|06897","GQ602_006897"
1352314,1352769,"Ophcf2|06898","GQ602_006898"
1354005,1355429,"Ophcf2|06899","GQ602_006899"
1360347,1361445,"Ophcf2|06900","GQ602_006900"
1362110,1365512,"Ophcf2|06901","GQ602_006901"
1366406,1367060,"Ophcf2|06902","GQ602_006902"
1367810,1369288,"Ophcf2|06903","GQ602_006903"
1370208,1371504,"Ophcf2|06904","GQ602_006904"
1371860,1373411,"Ophcf2|06905","GQ602_006905"
1374122,1374538,"Ophcf2|06906","GQ602_006906"
1377026,1381353,"Ophcf2|06907","GQ602_006907"
1381611,1383474,"Ophcf2|06908","GQ602_006908"
1384622,1386127,"Ophcf2|06909","GQ602_006909"
1387248,1387790,"Ophcf2|06910","GQ602_006910"
1388247,1389605,"Ophcf2|06911","GQ602_006911"
1390258,1391142,"Ophcf2|06912","GQ602_006912"
1391303,1391815,"Ophcf2|06913","GQ602_006913"
1392472,1393296,"Ophcf2|06914","GQ602_006914"
1394078,1396318,"Ophcf2|06915","GQ602_006915"
1396607,1398224,"Ophcf2|06916","GQ602_006916"
1399211,1399599,"Ophcf2|06917","GQ602_006917"
1400020,1403017,"Ophcf2|06918","GQ602_006918"
1403475,1405323,"Ophcf2|06919","GQ602_006919"
1406063,1407893,"Ophcf2|06920","GQ602_006920"
1408457,1409819,"Ophcf2|06921","GQ602_006921"
