"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
3673,4061,"Ophio5|7419","XA68_17375"
4480,5278,"Ophio5|7420","XA68_17376"
7306,8263,"Ophio5|7421","XA68_17377"
3,1660,"Ophio5|7422","XA68_17378"
2826,4393,"Ophio5|7423","XA68_17379"
5143,5558,"Ophio5|7424","XA68_17380"
5937,6965,"Ophio5|7425","XA68_17381"
611,983,"Ophio5|7426","XA68_17382"
3578,5215,"Ophio5|7427","XA68_17383"
6057,7694,"Ophio5|7428","XA68_17384"
316,2076,"Ophio5|7429","XA68_17385"
3298,3589,"Ophio5|7430","XA68_17386"
4250,5131,"Ophio5|7431","XA68_17387"
5542,7215,"Ophio5|7432","XA68_17388"
446,3152,"Ophio5|7433",NA
3657,3983,"Ophio5|7434",NA
4387,8048,"Ophio5|7435",NA
725,1977,"Ophio5|7436","XA68_17392"
2737,8873,"Ophio5|7437","XA68_17393"
58,589,"Ophio5|7438","XA68_17394"
2412,2969,"Ophio5|7439","XA68_17395"
3297,4379,"Ophio5|7440","XA68_17396"
4875,6053,"Ophio5|7441","XA68_17397"
7167,8733,"Ophio5|7442","XA68_17398"
4357,8036,"Ophio5|7443","XA68_17399"
9366,11222,"Ophio5|7444","XA68_17400"
11619,12050,"Ophio5|7445","XA68_17401"
12358,12966,"Ophio5|7446","XA68_17402"
13428,14276,"Ophio5|7447","XA68_17403"
14688,15336,"Ophio5|7448","XA68_17404"
15474,15930,"Ophio5|7449","XA68_17405"
16168,16682,"Ophio5|7450","XA68_17406"
17091,20897,"Ophio5|7451","XA68_17407"
21216,22065,"Ophio5|7452","XA68_17408"
22251,25141,"Ophio5|7453","XA68_17409"
25581,26109,"Ophio5|7454","XA68_17410"
26464,27048,"Ophio5|7455","XA68_17411"
27167,27876,"Ophio5|7456","XA68_17412"
27970,28443,"Ophio5|7457","XA68_17413"
28493,29401,"Ophio5|7458","XA68_17414"
29953,31021,"Ophio5|7459","XA68_17415"
32050,34525,"Ophio5|7460","XA68_17416"
35050,37343,"Ophio5|7461","XA68_17417"
38110,40192,"Ophio5|7462","XA68_17418"
40658,43357,"Ophio5|7463","XA68_17419"
44627,45592,"Ophio5|7464","XA68_17420"
46185,48353,"Ophio5|7465","XA68_17421"
49015,50012,"Ophio5|7466","XA68_17422"
351,4264,"Ophio5|7467","XA68_17423"
5450,6489,"Ophio5|7468","XA68_17424"
7314,8438,"Ophio5|7469","XA68_17425"
116,8527,"Ophio5|7470","XA68_17426"
633,3460,"Ophio5|7471","XA68_17427"
4893,5553,"Ophio5|7472","XA68_17428"
7553,8300,"Ophio5|7473","XA68_17429"
91,534,"Ophio5|7474","XA68_17430"
1430,2510,"Ophio5|7475","XA68_17431"
2841,4847,"Ophio5|7476","XA68_17432"
5975,6964,"Ophio5|7477","XA68_17433"
1956,2880,"Ophio5|7478","XA68_17434"
3615,4331,"Ophio5|7479","XA68_17435"
5231,7108,"Ophio5|7480","XA68_17436"
1156,2983,"Ophio5|7481","XA68_17437"
4629,5443,"Ophio5|7482","XA68_17438"
5673,6229,"Ophio5|7483","XA68_17439"
6263,7621,"Ophio5|7484","XA68_17440"
8156,8512,"Ophio5|7485","XA68_17441"
999,3327,"Ophio5|7486","XA68_17442"
4995,8568,"Ophio5|7487","XA68_17443"
378,3881,"Ophio5|7488","XA68_17444"
4097,5548,"Ophio5|7489","XA68_17445"
5752,6258,"Ophio5|7490","XA68_17446"
6645,7265,"Ophio5|7491","XA68_17447"
127,1740,"Ophio5|7492","XA68_17448"
4864,7056,"Ophio5|7493","XA68_17449"
8508,10059,"Ophio5|7494","XA68_17450"
11280,13805,"Ophio5|7495","XA68_17451"
14998,15536,"Ophio5|7496","XA68_17452"
15989,18348,"Ophio5|7497","XA68_17453"
19301,21303,"Ophio5|7498","XA68_17454"
21424,22168,"Ophio5|7499","XA68_17455"
23220,25307,"Ophio5|7500","XA68_17456"
26084,28189,"Ophio5|7501","XA68_17457"
28434,31553,"Ophio5|7502","XA68_17458"
33055,38235,"Ophio5|7503","XA68_17459"
39038,42595,"Ophio5|7504","XA68_17460"
43126,45484,"Ophio5|7505","XA68_17461"
46107,46444,"Ophio5|7506","XA68_17462"
46969,48176,"Ophio5|7507","XA68_17463"
49240,49492,"Ophio5|7508","XA68_17464"
980,2364,"Ophio5|7509","XA68_17465"
5301,8556,"Ophio5|7510","XA68_17466"
881,1410,"Ophio5|7511","XA68_17467"
2763,5419,"Ophio5|7512","XA68_17468"
6393,7856,"Ophio5|7513","XA68_17469"
1176,3058,"Ophio5|7514","XA68_17470"
3441,5588,"Ophio5|7515","XA68_17471"
6593,8263,"Ophio5|7516","XA68_17472"
161,1701,"Ophio5|7517","XA68_17473"
1939,4959,"Ophio5|7518","XA68_17474"
5323,6488,"Ophio5|7519","XA68_17475"
648,1966,"Ophio5|7520","XA68_17476"
3717,6405,"Ophio5|7521","XA68_17477"
7607,8161,"Ophio5|7522","XA68_17478"
202,1946,"Ophio5|7523","XA68_17479"
2349,3899,"Ophio5|7524","XA68_17480"
3941,7013,"Ophio5|7525","XA68_17481"
526,1201,"Ophio5|7526","XA68_17482"
1579,3809,"Ophio5|7527","XA68_17483"
5001,6417,"Ophio5|7528","XA68_17484"
6957,8411,"Ophio5|7529","XA68_17485"
2494,3234,"Ophio5|7530","XA68_17486"
4575,6702,"Ophio5|7531","XA68_17487"
2407,3055,"Ophio5|7532","XA68_17488"
5736,7616,"Ophio5|7533","XA68_17489"
215,1249,"Ophio5|7534","XA68_17490"
6110,6528,"Ophio5|7535","XA68_17491"
7899,8866,"Ophio5|7536","XA68_17492"
10093,11898,"Ophio5|7537","XA68_17493"
12343,13040,"Ophio5|7538","XA68_17494"
13729,14595,"Ophio5|7539","XA68_17495"
15166,17066,"Ophio5|7540","XA68_17496"
17992,19213,"Ophio5|7541","XA68_17497"
19735,23412,"Ophio5|7542","XA68_17498"
24030,24531,"Ophio5|7543","XA68_17499"
25181,27138,"Ophio5|7544","XA68_17500"
28407,30632,"Ophio5|7545","XA68_17501"
30641,31755,"Ophio5|7546","XA68_17502"
31793,33994,"Ophio5|7547","XA68_17503"
34302,36131,"Ophio5|7548","XA68_17504"
36753,38223,"Ophio5|7549","XA68_17505"
40699,42219,"Ophio5|7550","XA68_17506"
45952,49452,"Ophio5|7551","XA68_17507"
659,2459,"Ophio5|7552","XA68_17508"
4228,5776,"Ophio5|7553","XA68_17509"
7804,8061,"Ophio5|7554","XA68_17510"
464,5267,"Ophio5|7555","XA68_17511"
5608,8272,"Ophio5|7556","XA68_17512"
1242,4627,"Ophio5|7557","XA68_17513"
4784,5089,"Ophio5|7558","XA68_17514"
5753,8344,"Ophio5|7559","XA68_17515"
506,1564,"Ophio5|7560","XA68_17516"
1659,3128,"Ophio5|7561","XA68_17517"
3744,4708,"Ophio5|7562","XA68_17518"
5264,7408,"Ophio5|7563","XA68_17519"
402,1619,"Ophio5|7564","XA68_17520"
2037,3295,"Ophio5|7565","XA68_17521"
3589,5145,"Ophio5|7566","XA68_17522"
6136,7290,"Ophio5|7567","XA68_17523"
233,3293,"Ophio5|7568","XA68_17524"
3817,5776,"Ophio5|7569","XA68_17525"
6442,7572,"Ophio5|7570","XA68_17526"
821,3537,"Ophio5|7571","XA68_17527"
4284,5069,"Ophio5|7572","XA68_17528"
5209,6031,"Ophio5|7573","XA68_17529"
6190,6618,"Ophio5|7574","XA68_17530"
6469,7354,"Ophio5|7575","XA68_17531"
7416,7781,"Ophio5|7576","XA68_17532"
1070,1555,"Ophio5|7577","XA68_17533"
4724,5421,"Ophio5|7578","XA68_17534"
2372,2994,"Ophio5|7579","XA68_17535"
3773,5008,"Ophio5|7580","XA68_17536"
5514,7431,"Ophio5|7581","XA68_17537"
7640,8185,"Ophio5|7582","XA68_17538"
9106,11997,"Ophio5|7583","XA68_17539"
13073,14630,"Ophio5|7584","XA68_17540"
15495,17121,"Ophio5|7585","XA68_17541"
17937,18441,"Ophio5|7586","XA68_17542"
18784,20166,"Ophio5|7587","XA68_17543"
20928,24095,"Ophio5|7588","XA68_17544"
26148,29582,"Ophio5|7589","XA68_17545"
29943,30591,"Ophio5|7590","XA68_17546"
30895,32378,"Ophio5|7591","XA68_17547"
32653,33419,"Ophio5|7592","XA68_17548"
33783,36511,"Ophio5|7593","XA68_17549"
37109,37585,"Ophio5|7594","XA68_17550"
38419,40109,"Ophio5|7595","XA68_17551"
40879,44912,"Ophio5|7596","XA68_17552"
45151,46288,"Ophio5|7597","XA68_17553"
46576,47658,"Ophio5|7598","XA68_17554"
48523,50035,"Ophio5|7599","XA68_17555"
576,1841,"Ophio5|7600","XA68_17556"
2477,4622,"Ophio5|7601","XA68_17557"
5823,7906,"Ophio5|7602","XA68_17558"
479,4178,"Ophio5|7603","XA68_17559"
4970,7099,"Ophio5|7604","XA68_17560"
941,5681,"Ophio5|7605","XA68_17561"
5870,7474,"Ophio5|7606","XA68_17562"
67,1554,"Ophio5|7607","XA68_17563"
2227,2961,"Ophio5|7608","XA68_17564"
4813,5561,"Ophio5|7609","XA68_17565"
387,3525,"Ophio5|7610","XA68_17566"
5166,6751,"Ophio5|7611","XA68_17567"
7090,7727,"Ophio5|7612","XA68_17568"
1029,4277,"Ophio5|7613","XA68_17569"
4534,5237,"Ophio5|7614","XA68_17570"
5389,5940,"Ophio5|7615","XA68_17571"
6179,7693,"Ophio5|7616","XA68_17572"
1242,2900,"Ophio5|7617","XA68_17573"
6042,6976,"Ophio5|7618","XA68_17574"
405,1121,"Ophio5|7619","XA68_17575"
1250,2285,"Ophio5|7620","XA68_17576"
2988,4062,"Ophio5|7621","XA68_17577"
4900,6369,"Ophio5|7622","XA68_17578"
300,713,"Ophio5|7623","XA68_17579"
1185,2803,"Ophio5|7624","XA68_17580"
4503,5192,"Ophio5|7625","XA68_17581"
5615,6746,"Ophio5|7626","XA68_17582"
7395,7848,"Ophio5|7627","XA68_17583"
198,2302,"Ophio5|7628","XA68_17584"
2781,5504,"Ophio5|7629","XA68_17585"
5855,6739,"Ophio5|7630","XA68_17586"
6312,6802,"Ophio5|7631",NA
1016,3316,"Ophio5|7632","XA68_17587"
4113,4518,"Ophio5|7633","XA68_17588"
5215,5489,"Ophio5|7634","XA68_17589"
6119,10706,"Ophio5|7635","XA68_17590"
11502,15783,"Ophio5|7636","XA68_17591"
18313,19468,"Ophio5|7637","XA68_17592"
19908,23638,"Ophio5|7638","XA68_17593"
24581,25639,"Ophio5|7639","XA68_17594"
25951,26774,"Ophio5|7640","XA68_17595"
27035,28861,"Ophio5|7641","XA68_17596"
29300,30727,"Ophio5|7642","XA68_17597"
31091,31538,"Ophio5|7643","XA68_17598"
32278,33987,"Ophio5|7644","XA68_17599"
35148,38752,"Ophio5|7645","XA68_17600"
38870,40638,"Ophio5|7646","XA68_17601"
41230,43033,"Ophio5|7647","XA68_17602"
43521,45875,"Ophio5|7648","XA68_17603"
46428,48480,"Ophio5|7649","XA68_17604"
49680,50420,"Ophio5|7650","XA68_17605"
1556,3689,"Ophio5|7651","XA68_17606"
4372,6216,"Ophio5|7652","XA68_17607"
6944,7589,"Ophio5|7653","XA68_17608"
1749,3601,"Ophio5|7654","XA68_17609"
5164,7000,"Ophio5|7655","XA68_17610"
622,3318,"Ophio5|7656","XA68_17611"
3568,4626,"Ophio5|7657","XA68_17612"
4939,7302,"Ophio5|7658","XA68_17613"
578,1807,"Ophio5|7659","XA68_17614"
2547,4583,"Ophio5|7660","XA68_17615"
5126,6676,"Ophio5|7661","XA68_17616"
1682,7029,"Ophio5|7662",NA
601,1988,"Ophio5|7663","XA68_17618"
2942,5046,"Ophio5|7664","XA68_17619"
5442,7212,"Ophio5|7665","XA68_17620"
6204,6680,"Ophio5|7666","XA68_17621"
14,379,"Ophio5|7667","XA68_17622"
1004,2470,"Ophio5|7668","XA68_17623"
3668,6539,"Ophio5|7669","XA68_17624"
3015,3430,"Ophio5|7670","XA68_17625"
872,2907,"Ophio5|7671","XA68_17626"
3724,6539,"Ophio5|7672","XA68_17627"
6331,7467,"Ophio5|7673","XA68_17628"
9093,10502,"Ophio5|7674","XA68_17629"
11995,15132,"Ophio5|7675","XA68_17630"
16986,18458,"Ophio5|7676","XA68_17631"
21527,24759,"Ophio5|7677","XA68_17632"
29423,31824,"Ophio5|7678","XA68_17633"
32057,35365,"Ophio5|7679","XA68_17634"
36593,38580,"Ophio5|7680","XA68_17635"
39186,39646,"Ophio5|7681","XA68_17636"
40180,41050,"Ophio5|7682","XA68_17637"
42050,47086,"Ophio5|7683","XA68_17638"
49073,50310,"Ophio5|7684","XA68_17639"
691,1224,"Ophio5|7685","XA68_17640"
1379,2550,"Ophio5|7686","XA68_17641"
3703,4089,"Ophio5|7687","XA68_17642"
5441,6773,"Ophio5|7688","XA68_17643"
1039,1413,"Ophio5|7689","XA68_17644"
2226,6246,"Ophio5|7690","XA68_17645"
194,2391,"Ophio5|7691","XA68_17646"
306,3404,"Ophio5|7692","XA68_17647"
4594,7449,"Ophio5|7693","XA68_17648"
60,2267,"Ophio5|7694","XA68_17649"
3003,4724,"Ophio5|7695","XA68_17650"
4973,5434,"Ophio5|7696","XA68_17651"
5582,6496,"Ophio5|7697","XA68_17652"
6656,6952,"Ophio5|7698","XA68_17653"
928,1204,"Ophio5|7699","XA68_17654"
2172,3432,"Ophio5|7700","XA68_17655"
3631,7004,"Ophio5|7701","XA68_17656"
4226,6553,"Ophio5|7702","XA68_17657"
1840,4023,"Ophio5|7703","XA68_17658"
4946,7313,"Ophio5|7704","XA68_17659"
1205,3279,"Ophio5|7705","XA68_17660"
3583,6149,"Ophio5|7706","XA68_17661"
477,2529,"Ophio5|7707","XA68_17662"
2896,3296,"Ophio5|7708","XA68_17663"
3948,4469,"Ophio5|7709","XA68_17664"
5293,7519,"Ophio5|7710","XA68_17665"
8401,10935,"Ophio5|7711","XA68_17666"
11483,13117,"Ophio5|7712","XA68_17667"
13333,18172,"Ophio5|7713","XA68_17668"
18435,19305,"Ophio5|7714","XA68_17669"
19907,20808,"Ophio5|7715","XA68_17670"
21492,25307,"Ophio5|7716","XA68_17671"
25848,27677,"Ophio5|7717","XA68_17672"
27699,28734,"Ophio5|7718","XA68_17673"
29472,29899,"Ophio5|7719","XA68_17674"
31263,33338,"Ophio5|7720","XA68_17675"
34453,36252,"Ophio5|7721","XA68_17676"
36677,38983,"Ophio5|7722","XA68_17677"
39148,41108,"Ophio5|7723","XA68_17678"
42538,44226,"Ophio5|7724","XA68_17679"
46180,49115,"Ophio5|7725","XA68_17680"
1787,3080,"Ophio5|7726","XA68_17681"
4108,5191,"Ophio5|7727","XA68_17682"
5920,6543,"Ophio5|7728","XA68_17683"
873,2218,"Ophio5|7729","XA68_17684"
2829,7148,"Ophio5|7730","XA68_17685"
2242,4294,"Ophio5|7731","XA68_17686"
4951,6204,"Ophio5|7732","XA68_17687"
6409,7269,"Ophio5|7733","XA68_17688"
378,2755,"Ophio5|7734","XA68_17689"
3536,5986,"Ophio5|7735","XA68_17690"
1521,1952,"Ophio5|7736","XA68_17691"
2035,2498,"Ophio5|7737","XA68_17692"
3147,4129,"Ophio5|7738","XA68_17693"
4927,6716,"Ophio5|7739","XA68_17694"
155,2329,"Ophio5|7740","XA68_17695"
3084,3640,"Ophio5|7741","XA68_17696"
3999,5103,"Ophio5|7742","XA68_17697"
5255,6086,"Ophio5|7743","XA68_17698"
6311,7409,"Ophio5|7744","XA68_17699"
54,1984,"Ophio5|7745","XA68_17700"
2674,4781,"Ophio5|7746","XA68_17701"
5197,7112,"Ophio5|7747","XA68_17702"
1897,4387,"Ophio5|7748","XA68_17703"
5803,6566,"Ophio5|7749","XA68_17704"
540,3268,"Ophio5|7750","XA68_17705"
3557,4583,"Ophio5|7751","XA68_17706"
4852,5137,"Ophio5|7752","XA68_17707"
6131,6512,"Ophio5|7753","XA68_17708"
361,1566,"Ophio5|7754","XA68_17709"
1946,3831,"Ophio5|7755","XA68_17710"
4583,8226,"Ophio5|7756","XA68_17711"
11917,13476,"Ophio5|7757","XA68_17712"
15755,16458,"Ophio5|7758","XA68_17713"
18191,20002,"Ophio5|7759","XA68_17714"
21938,23992,"Ophio5|7760","XA68_17715"
25436,26738,"Ophio5|7761","XA68_17716"
26972,28149,"Ophio5|7762","XA68_17717"
28877,29904,"Ophio5|7763","XA68_17718"
31013,33307,"Ophio5|7764","XA68_17719"
33834,37521,"Ophio5|7765","XA68_17720"
38229,40918,"Ophio5|7766","XA68_17721"
40947,41330,"Ophio5|7767","XA68_17722"
45587,47628,"Ophio5|7768","XA68_17723"
569,1240,"Ophio5|7769","XA68_17724"
1936,5966,"Ophio5|7770","XA68_17725"
6451,7185,"Ophio5|7771","XA68_17726"
24,888,"Ophio5|7772","XA68_17727"
1288,4225,"Ophio5|7773","XA68_17728"
4995,6051,"Ophio5|7774","XA68_17729"
501,1131,"Ophio5|7775","XA68_17730"
1797,3411,"Ophio5|7776","XA68_17731"
3567,3833,"Ophio5|7777","XA68_17732"
4112,5680,"Ophio5|7778","XA68_17733"
459,1088,"Ophio5|7779","XA68_17734"
2340,3170,"Ophio5|7780","XA68_17735"
3637,4545,"Ophio5|7781","XA68_17736"
5309,7100,"Ophio5|7782","XA68_17737"
1063,1986,"Ophio5|7783","XA68_17738"
2952,3939,"Ophio5|7784","XA68_17739"
4374,6292,"Ophio5|7785","XA68_17740"
410,6916,"Ophio5|7786","XA68_17741"
1812,2290,"Ophio5|7787","XA68_17742"
3781,5100,"Ophio5|7788","XA68_17743"
1036,2934,"Ophio5|7789","XA68_17744"
3651,6429,"Ophio5|7790","XA68_17745"
534,3929,"Ophio5|7791","XA68_17746"
4286,5656,"Ophio5|7792","XA68_17747"
6193,6495,"Ophio5|7793","XA68_17748"
1931,2634,"Ophio5|7794","XA68_17749"
3335,4949,"Ophio5|7795","XA68_17750"
6768,8540,"Ophio5|7796","XA68_17751"
9612,10330,"Ophio5|7797","XA68_17752"
10771,11720,"Ophio5|7798","XA68_17753"
12431,13656,"Ophio5|7799","XA68_17754"
15083,16021,"Ophio5|7800","XA68_17755"
17968,19729,"Ophio5|7801","XA68_17756"
22989,24023,"Ophio5|7802","XA68_17757"
24144,25069,"Ophio5|7803","XA68_17758"
25218,26476,"Ophio5|7804","XA68_17759"
27135,29023,"Ophio5|7805","XA68_17760"
30104,32890,"Ophio5|7806","XA68_17761"
34348,36141,"Ophio5|7807","XA68_17762"
36734,40676,"Ophio5|7808","XA68_17763"
40751,41931,"Ophio5|7809","XA68_17764"
42616,43427,"Ophio5|7810","XA68_17765"
43632,45581,"Ophio5|7811","XA68_17766"
46639,47344,"Ophio5|7812","XA68_17767"
48878,49788,"Ophio5|7813","XA68_17768"
50192,55605,"Ophio5|7814","XA68_17769"
56822,57356,"Ophio5|7815","XA68_17770"
58935,60668,"Ophio5|7816","XA68_17771"
61367,64011,"Ophio5|7817","XA68_17772"
64259,65161,"Ophio5|7818","XA68_17773"
66136,66611,"Ophio5|7819","XA68_17774"
66907,68712,"Ophio5|7820","XA68_17775"
69468,72600,"Ophio5|7821","XA68_17776"
72707,73086,"Ophio5|7822","XA68_17777"
75031,76203,"Ophio5|7823","XA68_17778"
77803,79929,"Ophio5|7824","XA68_17779"
80266,81088,"Ophio5|7825","XA68_17780"
82125,86653,"Ophio5|7826","XA68_17781"
87079,88037,"Ophio5|7827","XA68_17782"
89046,91378,"Ophio5|7828","XA68_17783"
94984,95869,"Ophio5|7829","XA68_17784"
96029,100975,"Ophio5|7830","XA68_17785"
94,3563,"Ophio5|7831","XA68_17786"
3911,5151,"Ophio5|7832","XA68_17787"
7263,7711,"Ophio5|7833","XA68_17788"
8450,9997,"Ophio5|7834","XA68_17789"
10552,13097,"Ophio5|7835","XA68_17790"
14264,15676,"Ophio5|7836","XA68_17791"
17526,18781,"Ophio5|7837","XA68_17792"
20382,22157,"Ophio5|7838","XA68_17793"
25863,28757,"Ophio5|7839","XA68_17794"
29353,30434,"Ophio5|7840","XA68_17795"
30686,32052,"Ophio5|7841","XA68_17796"
32451,34985,"Ophio5|7842","XA68_17797"
35045,35782,"Ophio5|7843","XA68_17798"
36432,38020,"Ophio5|7844","XA68_17799"
39571,39902,"Ophio5|7845","XA68_17800"
40561,42564,"Ophio5|7846","XA68_17801"
43273,44651,"Ophio5|7847","XA68_17802"
44761,47396,"Ophio5|7848","XA68_17803"
48184,49101,"Ophio5|7849","XA68_17804"
693,2524,"Ophio5|7850","XA68_17805"
4034,4510,"Ophio5|7851","XA68_17806"
4672,5929,"Ophio5|7852","XA68_17807"
6115,7209,"Ophio5|7853","XA68_17808"
983,1578,"Ophio5|7854","XA68_17809"
2010,4168,"Ophio5|7855","XA68_17810"
5352,6706,"Ophio5|7856","XA68_17811"
320,1995,"Ophio5|7857","XA68_17812"
4705,5594,"Ophio5|7858","XA68_17813"
5765,6952,"Ophio5|7859","XA68_17814"
267,1387,"Ophio5|7860","XA68_17815"
2169,4126,"Ophio5|7861","XA68_17816"
4653,6824,"Ophio5|7862","XA68_17817"
1772,2104,"Ophio5|7863","XA68_17818"
2961,4846,"Ophio5|7864","XA68_17819"
5350,6817,"Ophio5|7865","XA68_17820"
71,1669,"Ophio5|7866","XA68_17821"
2693,4294,"Ophio5|7867","XA68_17822"
2163,3602,"Ophio5|7868","XA68_17823"
4938,6484,"Ophio5|7869","XA68_17824"
1168,2511,"Ophio5|7870","XA68_17825"
3166,4036,"Ophio5|7871","XA68_17826"
4454,5888,"Ophio5|7872","XA68_17827"
6037,7058,"Ophio5|7873","XA68_17828"
2506,4495,"Ophio5|7874","XA68_17829"
5243,6662,"Ophio5|7875","XA68_17830"
1915,3359,"Ophio5|7876","XA68_17831"
4164,6005,"Ophio5|7877","XA68_17832"
6903,9291,"Ophio5|7878","XA68_17833"
11737,13816,"Ophio5|7879","XA68_17834"
15453,16449,"Ophio5|7880","XA68_17835"
20613,21387,"Ophio5|7881","XA68_17836"
21556,23486,"Ophio5|7882","XA68_17837"
23936,26328,"Ophio5|7883","XA68_17838"
26709,27718,"Ophio5|7884","XA68_17839"
28794,31104,"Ophio5|7885","XA68_17840"
33355,38294,"Ophio5|7886","XA68_17841"
38777,41239,"Ophio5|7887","XA68_17842"
41894,43656,"Ophio5|7888","XA68_17843"
43905,46685,"Ophio5|7889","XA68_17844"
47477,49328,"Ophio5|7890","XA68_17845"
327,3810,"Ophio5|7891","XA68_17846"
5545,6912,"Ophio5|7892","XA68_17847"
234,2034,"Ophio5|7893","XA68_17848"
259,660,"Ophio5|7894","XA68_17849"
936,1331,"Ophio5|7895","XA68_17850"
2208,2699,"Ophio5|7896","XA68_17851"
1555,3511,"Ophio5|7897","XA68_17852"
4022,5023,"Ophio5|7898","XA68_17853"
5049,5413,"Ophio5|7899","XA68_17854"
5923,6547,"Ophio5|7900","XA68_17855"
6694,7060,"Ophio5|7901","XA68_17856"
736,2560,"Ophio5|7902","XA68_17857"
3046,6427,"Ophio5|7903","XA68_17858"
1089,4363,"Ophio5|7904","XA68_17859"
5204,5845,"Ophio5|7905","XA68_17860"
429,4145,"Ophio5|7906","XA68_17861"
1544,1822,"Ophio5|7907","XA68_17862"
2783,3085,"Ophio5|7908","XA68_17863"
104,847,"Ophio5|7909","XA68_17864"
1263,1794,"Ophio5|7910","XA68_17865"
5614,6561,"Ophio5|7911","XA68_17866"
1071,1504,"Ophio5|7912","XA68_17867"
2855,5424,"Ophio5|7913","XA68_17868"
5623,6899,"Ophio5|7914","XA68_17869"
761,3785,"Ophio5|7915","XA68_17870"
4664,6604,"Ophio5|7916","XA68_17871"
7734,8257,"Ophio5|7917","XA68_17872"
8582,9964,"Ophio5|7918","XA68_17873"
10984,11880,"Ophio5|7919","XA68_17874"
14587,15156,"Ophio5|7920","XA68_17875"
15872,16838,"Ophio5|7921","XA68_17876"
18073,19103,"Ophio5|7922","XA68_17877"
19409,20092,"Ophio5|7923","XA68_17878"
23198,25015,"Ophio5|7924","XA68_17879"
26165,27919,"Ophio5|7925","XA68_17880"
28332,31196,"Ophio5|7926","XA68_17881"
31607,32941,"Ophio5|7927","XA68_17882"
33742,34515,"Ophio5|7928","XA68_17883"
35471,36020,"Ophio5|7929","XA68_17884"
37183,38445,"Ophio5|7930","XA68_17885"
38575,39462,"Ophio5|7931","XA68_17886"
41465,41991,"Ophio5|7932","XA68_17887"
42591,43136,"Ophio5|7933","XA68_17888"
44202,44986,"Ophio5|7934","XA68_17889"
45815,46429,"Ophio5|7935","XA68_17890"
47223,48601,"Ophio5|7936","XA68_17891"
344,2308,"Ophio5|7937","XA68_17892"
2646,2959,"Ophio5|7938","XA68_17893"
3157,3951,"Ophio5|7939","XA68_17894"
4328,5388,"Ophio5|7940","XA68_17895"
57,1991,"Ophio5|7941","XA68_17896"
2735,3203,"Ophio5|7942","XA68_17897"
5622,5975,"Ophio5|7943","XA68_17898"
208,1074,"Ophio5|7944","XA68_17899"
2198,2716,"Ophio5|7945","XA68_17900"
3785,5164,"Ophio5|7946","XA68_17901"
5389,5895,"Ophio5|7947","XA68_17902"
6639,6977,"Ophio5|7948","XA68_17903"
4458,6535,"Ophio5|7949","XA68_17904"
568,2821,"Ophio5|7950","XA68_17905"
4109,6884,"Ophio5|7951","XA68_17906"
15,1865,"Ophio5|7952","XA68_17907"
3791,6486,"Ophio5|7953","XA68_17908"
1871,2812,"Ophio5|7954","XA68_17909"
5747,6484,"Ophio5|7955","XA68_17910"
407,782,"Ophio5|7956","XA68_17911"
2986,5810,"Ophio5|7957","XA68_17912"
499,1881,"Ophio5|7958","XA68_17913"
2358,2953,"Ophio5|7959","XA68_17914"
3302,6496,"Ophio5|7960","XA68_17915"
1412,2394,"Ophio5|7961","XA68_17916"
3104,4282,"Ophio5|7962","XA68_17917"
5267,6568,"Ophio5|7963","XA68_17918"
1095,4476,"Ophio5|7964","XA68_17919"
5249,10734,"Ophio5|7965","XA68_17920"
11655,13445,"Ophio5|7966","XA68_17921"
15369,22438,"Ophio5|7967","XA68_17922"
22529,23179,"Ophio5|7968","XA68_17923"
23439,26514,"Ophio5|7969","XA68_17924"
27707,28893,"Ophio5|7970","XA68_17925"
29578,32012,"Ophio5|7971","XA68_17926"
32394,34121,"Ophio5|7972","XA68_17927"
34710,35563,"Ophio5|7973","XA68_17928"
36229,37083,"Ophio5|7974","XA68_17929"
37155,38192,"Ophio5|7975","XA68_17930"
39058,41495,"Ophio5|7976","XA68_17931"
42144,45742,"Ophio5|7977","XA68_17932"
47450,49228,"Ophio5|7978","XA68_17933"
2067,5677,"Ophio5|7979","XA68_17934"
118,2087,"Ophio5|7980","XA68_17935"
3433,4247,"Ophio5|7981","XA68_17936"
5346,6734,"Ophio5|7982","XA68_17937"
397,2016,"Ophio5|7983","XA68_17938"
2444,6449,"Ophio5|7984","XA68_17939"
394,1597,"Ophio5|7985","XA68_17940"
1841,3574,"Ophio5|7986","XA68_17941"
3673,4548,"Ophio5|7987","XA68_17942"
4843,6023,"Ophio5|7988","XA68_17943"
6172,6417,"Ophio5|7989","XA68_17944"
1261,1741,"Ophio5|7990","XA68_17945"
2412,3999,"Ophio5|7991","XA68_17946"
4351,6695,"Ophio5|7992","XA68_17947"
1289,1546,"Ophio5|7993","XA68_17948"
1600,2808,"Ophio5|7994","XA68_17949"
3249,3809,"Ophio5|7995","XA68_17950"
4150,5859,"Ophio5|7996","XA68_17951"
1599,2570,"Ophio5|7997","XA68_17952"
303,1571,"Ophio5|7998","XA68_17953"
5077,6738,"Ophio5|7999","XA68_17954"
416,2872,"Ophio5|8000","XA68_17955"
3438,4562,"Ophio5|8001","XA68_17956"
4696,6322,"Ophio5|8002","XA68_17957"
46,1932,"Ophio5|8003","XA68_17958"
3961,4474,"Ophio5|8004","XA68_17959"
